,SAMPN,STYPE,CTFIP,INCOM_R,DOW,HHVEH
2839,3167254,1,36119,4,4,7
2840,3167267,1,34019,2,1,3
2841,3167273,1,36071,2,3,2
2842,3167382,1,34019,2,4,3
2843,3167497,1,36061,1,1,1
2844,3167532,1,34027,2,3,5
2845,3167621,1,34019,4,2,4
2846,3167649,1,36061,2,5,0
2847,3167657,1,36081,9,4,2
2848,3167761,1,34035,4,1,4
2849,3167801,1,9001,2,4,1
2850,3167901,1,36087,4,1,1
2851,3167988,1,34025,2,1,1
2852,3167995,1,36061,1,4,0
2853,3168162,1,36119,4,2,2
2854,3168178,1,34003,3,4,2
2855,3168187,1,34039,9,5,3
2856,3168228,1,34027,9,3,1
2857,3168284,1,34021,3,4,2
2858,3168389,1,9001,2,2,1
2859,3168397,1,34035,2,2,3
2860,3168447,1,34013,4,2,2
2861,3168515,1,36047,1,4,0
2862,3168563,1,34003,3,5,1
2863,3168575,1,34029,2,4,2
2864,3168590,1,34031,2,4,1
2865,3168612,1,34003,4,2,1
2866,3168627,1,9009,1,4,0
2867,3168642,1,34025,2,3,2
2868,3168646,1,9009,9,3,1
2869,3168648,1,36087,9,4,2
2870,3168654,1,34003,4,3,2
2871,3168660,1,36059,4,4,1
2872,3168662,1,34021,3,4,2
2873,3168694,1,36119,1,4,0
2874,3168715,1,34023,2,2,3
2875,3168737,1,34039,2,5,1
2876,3168743,1,36061,2,2,0
2877,3168787,1,34021,1,4,0
2878,3168796,1,36005,2,2,1
2879,3168797,1,34003,2,2,1
2880,3168816,1,34003,9,3,1
2881,3168839,1,36047,2,1,0
2882,3168862,1,34019,4,2,1
2883,3168885,1,34023,3,2,2
2884,3168920,1,9001,4,4,3
2885,3168934,1,34041,4,2,2
2886,3168972,1,34023,4,2,2
2887,3169137,1,36027,2,2,2
2888,3169143,1,34029,9,1,3
2889,3169160,1,36059,4,2,2
2890,3169216,1,36085,4,5,1
2891,3169229,1,36119,4,2,1
2892,3169244,1,36103,2,3,1
2893,3169285,1,36027,2,2,2
2894,3169288,1,34019,3,3,1
2895,3169290,1,34017,2,4,1
2896,3169297,1,36047,2,4,0
2897,3169317,1,36047,2,5,0
2898,3169328,1,36119,4,2,2
2899,3169329,1,36059,2,2,2
2900,3169415,1,36087,2,1,3
2901,3169481,1,34027,4,2,2
2902,3169544,1,9001,2,2,2
2903,3169565,1,36027,4,1,3
2904,3169597,1,36005,2,4,2
2905,3169649,1,34039,4,3,2
2906,3169676,1,34041,2,2,1
2907,3169697,1,34003,4,5,3
2908,3169704,1,34041,3,1,2
2909,3169721,1,36103,9,4,1
2910,3169771,1,36119,1,2,0
2911,3169819,1,36047,3,3,1
2912,3169842,1,36005,3,4,1
2913,3169979,1,36081,2,2,1
2914,3170060,1,36079,9,2,2
2915,3170134,1,36119,2,2,1
2916,3170199,1,34037,2,4,5
2917,3170207,1,36047,2,2,0
2918,3170232,1,36061,1,3,0
2919,3170250,1,34027,2,4,4
2920,3170300,1,34017,1,1,1
2921,3170302,1,34021,9,3,3
2922,3170334,1,34039,4,4,2
2923,3170382,1,36081,2,3,1
2924,3170418,1,36061,9,2,0
2925,3170441,1,34003,2,3,2
2926,3170528,1,36059,3,2,1
2927,3170605,1,9001,4,5,3
2928,3170700,1,36027,9,5,2
2929,3170798,1,34029,2,3,6
2930,3170799,1,9001,2,5,1
2931,3170801,1,34003,3,5,3
2932,3170834,1,34013,4,1,1
2933,3170871,1,34003,3,3,2
2934,3170946,1,36005,9,4,1
2935,3170992,1,34035,9,1,4
2936,3171024,1,34037,4,2,2
2937,3171055,1,36119,2,5,1
2938,3171074,1,36119,2,2,5
2939,3171113,1,34031,4,4,1
2940,3171189,1,34035,4,4,3
2941,3171221,1,36081,4,2,1
2942,3171227,1,9009,4,2,1
2943,3171261,1,36005,1,1,1
2944,3171330,1,34027,3,2,1
2945,3171331,1,34039,2,2,2
2946,3171474,1,36119,4,3,1
2947,3171496,1,34039,2,3,2
2948,3171566,1,36081,2,3,0
2949,3171602,1,36119,4,1,2
2950,3171605,1,34019,2,4,2
2951,3171644,1,9009,2,3,1
2952,3171692,1,34019,2,1,3
2953,3171705,1,34021,2,4,2
2954,3171781,1,9001,1,2,6
2955,3171806,1,36027,3,2,2
2956,3171842,1,34037,4,4,2
2957,3171933,1,34027,3,2,2
2958,3171970,1,34041,2,1,0
2959,3171996,1,34027,4,2,2
2960,3172039,1,9009,4,4,2
2961,3172131,1,34037,2,2,2
2962,3172155,1,34021,9,4,2
2963,3172167,1,34013,3,2,2
2964,3172187,1,36087,9,3,3
2965,3172199,1,36079,4,3,2
2966,3172231,1,34003,2,3,0
2967,3172251,1,34027,3,2,1
2968,3172272,1,9009,3,5,3
2969,3172287,1,9009,4,1,2
2970,3172288,1,34023,4,1,2
2971,3172321,1,36081,2,3,1
2972,3172324,1,36027,9,5,3
2973,3172343,1,9001,2,5,3
2974,3172402,1,34025,4,2,3
2975,3172414,1,34003,3,1,4
2976,3172431,1,36119,3,2,4
2977,3172483,1,36005,2,2,1
2978,3172500,1,36061,1,1,0
2979,3172504,1,34039,1,4,2
2980,3172569,1,34035,2,2,2
2981,3172584,1,34029,1,5,1
2982,3172627,1,36081,1,1,0
2983,3172738,1,34021,9,1,2
2984,3172757,1,34023,4,3,2
2985,3172813,1,34037,4,3,2
2986,3172824,1,36061,4,3,0
2987,3172853,1,36047,1,1,0
2988,3172928,1,36081,2,3,2
2989,3172936,1,36085,9,2,1
2990,3172961,1,34037,2,4,5
2991,3173083,1,36081,2,1,3
2992,3173092,1,9009,2,2,2
2993,3173151,1,34019,3,2,1
2994,3173169,1,36071,3,2,3
2995,3173174,1,9001,4,1,2
2996,3173236,1,36005,1,1,1
2997,3173263,1,34013,9,1,2
2998,3173320,1,36081,2,3,1
2999,3173410,1,34037,2,4,1
3000,3173423,1,36061,4,2,1
3001,3173497,1,36087,2,3,2
3002,3173518,1,34037,2,2,2
3003,3173519,1,34019,4,3,3
3004,3173555,1,34003,4,3,1
3005,3173591,1,9009,2,5,2
3006,3173594,1,36005,2,4,0
3007,3173604,1,36081,2,3,0
3008,3173652,1,34031,2,3,2
3009,3173659,1,36047,2,1,0
3010,3173675,1,36087,4,1,2
3011,3173682,1,34003,2,1,2
3012,3173761,1,34017,1,3,0
3013,3173801,1,36079,2,1,2
3014,3173951,1,36087,4,4,2
3015,3174100,1,34003,3,4,2
3016,3174108,1,34037,9,4,2
3017,3174160,1,34027,3,3,1
3018,3174218,1,34027,4,3,2
3019,3174235,1,34037,2,5,1
3020,3174245,1,36119,1,5,0
3021,3174248,1,34039,2,4,2
3022,3174277,1,34013,1,4,1
3023,3174320,1,36005,9,2,1
3024,3174330,1,34027,4,4,2
3025,3174339,1,34031,3,1,3
3026,3174392,1,34041,9,4,1
3027,3174409,1,34017,1,4,0
3028,3174453,1,34021,2,4,1
3029,3174468,1,36081,1,3,0
3030,3174526,1,36081,1,5,1
3031,3174536,1,34017,2,3,1
3032,3174568,1,34017,2,2,1
3033,3174592,1,36059,4,3,1
3034,3174613,1,36085,2,1,1
3035,3174635,1,34023,1,2,1
3036,3174711,1,34039,4,2,3
3037,3174723,1,36085,1,2,1
3038,3174749,1,34037,2,4,2
3039,3174809,1,36061,9,1,0
3040,3174847,1,34013,3,2,1
3041,3174868,1,36079,4,2,2
3042,3174893,1,9009,2,1,2
3043,3174928,1,34041,1,4,2
3044,3175044,1,36061,9,4,0
3045,3175048,1,34019,2,2,1
3046,3175067,1,36061,2,3,0
3047,3175093,1,36061,4,3,0
3048,3175095,1,9009,4,2,3
3049,3175129,1,34003,3,4,1
3050,3175130,1,36081,2,4,2
3051,3175171,1,36071,1,4,1
3052,3175194,1,34029,3,5,1
3053,3175238,1,36061,9,2,2
3054,3175250,1,34021,1,2,0
3055,3175295,1,36061,1,3,0
3056,3175298,1,9009,4,2,1
3057,3175306,1,34035,2,3,1
3058,3175317,1,34019,4,2,4
3059,3175324,1,34031,4,4,3
3060,3175334,1,36085,4,5,2
3061,3175385,1,36081,2,3,1
3062,3175453,1,36081,2,4,0
3063,3175473,1,36087,2,1,1
3064,3175550,1,34013,4,4,2
3065,3175582,1,36061,1,4,0
3066,3175607,1,36119,4,3,1
3067,3175612,1,36081,4,4,2
3068,3175653,1,34041,9,2,2
3069,3175679,1,34025,2,2,1
3070,3175685,1,34029,2,4,2
3071,3175693,1,36085,2,2,0
3072,3175700,1,34035,9,2,4
3073,3175704,1,36119,3,2,2
3074,3175711,1,34031,4,1,2
3075,3175714,1,34039,3,1,2
3076,3175747,1,36081,9,4,3
3077,3175774,1,34023,2,1,1
3078,3175782,1,36027,4,5,1
3079,3175787,1,34027,3,2,2
3080,3175817,1,36047,9,1,1
3081,3175828,1,34027,2,4,1
3082,3175838,1,34019,4,3,4
3083,3175890,1,34013,4,4,2
3084,3175951,1,34039,2,2,0
3085,3175972,1,34029,3,3,2
3086,3175983,1,36081,2,1,1
3087,3176044,1,34013,4,5,2
3088,3176058,1,36005,1,1,0
3089,3176099,1,34025,3,3,2
3090,3176134,1,34039,2,2,1
3091,3176216,1,34029,1,2,1
3092,3176223,1,36027,4,3,1
3093,3176264,1,36119,4,2,2
3094,3176304,1,34029,2,1,4
3095,3176326,1,36103,9,2,2
3096,3176374,1,36005,1,4,0
3097,3176392,1,36005,1,4,0
3098,3176403,1,36005,2,2,1
3099,3176453,1,36059,9,2,3
3100,3176460,1,36071,9,1,3
3101,3176472,1,34019,4,3,2
3102,3176487,1,34021,4,2,2
3103,3176490,1,34035,1,2,4
3104,3176543,1,34027,4,4,2
3105,3176562,1,36103,2,5,3
3106,3176622,1,36027,3,3,1
3107,3176626,1,36061,4,2,0
3108,3176652,1,36071,3,3,2
3109,3176656,1,34029,2,4,2
3110,3176670,1,34035,9,1,2
3111,3176689,1,34025,3,4,3
3112,3176693,1,36085,2,5,3
3113,3176707,1,34003,3,4,1
3114,3176713,1,36047,2,1,0
3115,3176714,1,36005,9,2,1
3116,3176731,1,34025,2,2,1
3117,3176767,1,36061,4,1,1
3118,3176841,1,34023,2,1,3
3119,3176931,1,34013,4,3,3
3120,3176951,1,34027,9,4,3
3121,3176990,1,36103,4,4,3
3122,3177001,1,34021,2,5,1
3123,3177044,1,36081,1,1,0
3124,3177071,1,36059,2,2,1
3125,3177074,1,36061,4,4,0
3126,3177105,1,34019,2,2,2
3127,3177121,1,36119,2,2,2
3128,3177152,1,34035,1,4,5
3129,3177153,1,34013,4,1,2
3130,3177172,1,36005,1,1,3
3131,3177176,1,36059,4,2,4
3132,3177248,1,34025,4,2,1
3133,3177332,1,9001,9,5,1
3134,3177393,1,36103,2,4,2
3135,3177420,1,34003,2,2,1
3136,3177423,1,36047,4,3,1
3137,3177460,1,9009,1,2,1
3138,3177478,1,34039,1,2,1
3139,3177517,1,34003,4,2,1
3140,3177562,1,36005,1,3,1
3141,3177568,1,36081,3,5,0
3142,3177581,1,36081,9,3,1
3143,3177630,1,34029,1,4,1
3144,3177664,1,34003,4,1,2
3145,3177691,1,36061,4,1,1
3146,3177813,1,34029,4,3,1
3147,3177841,1,9009,2,2,0
3148,3177865,1,36085,2,1,0
3149,3177913,1,36085,2,5,2
3150,3177929,1,36081,1,4,0
3151,3177943,1,36047,3,5,2
3152,3177970,1,34037,1,3,2
3153,3177978,1,9009,2,1,1
3154,3178015,1,36119,4,5,1
3155,3178018,1,34023,1,3,1
3156,3178029,1,34031,4,3,2
3157,3178048,1,34039,1,1,1
3158,3178067,1,36081,2,2,1
3159,3178076,1,36005,9,4,1
3160,3178209,1,9001,1,4,1
3161,3178225,1,34021,1,1,0
3162,3178228,1,36081,3,2,1
3163,3178267,1,34029,2,4,2
3164,3178289,1,9001,4,2,3
3165,3178304,1,36027,9,3,1
3166,3178306,1,36047,1,3,0
3167,3178328,1,36005,1,1,1
3168,3178338,1,36005,1,2,0
3169,3178346,1,36103,1,2,1
3170,3178349,1,36027,2,2,4
3171,3178368,1,34027,1,2,1
3172,3178397,1,34013,2,2,2
3173,3178405,1,36047,4,3,0
3174,3178540,1,36061,1,5,0
3175,3178554,1,34013,2,3,1
3176,3178568,1,34029,2,4,2
3177,3178598,1,34023,1,3,4
3178,3178638,1,36061,1,2,0
3179,3178658,1,34035,4,1,3
3180,3178659,1,34025,2,4,1
3181,3178729,1,34017,1,1,0
3182,3178755,1,36087,2,3,1
3183,3178857,1,36085,3,1,2
3184,3178878,1,36071,4,3,2
3185,3178902,1,9009,3,3,2
3186,3178903,1,36061,4,3,0
3187,3178980,1,34023,2,4,3
3188,3178981,1,36047,1,4,0
3189,3178985,1,34041,3,2,2
3190,3179014,1,36047,1,1,0
3191,3179030,1,34013,3,1,3
3192,3179087,1,34023,2,2,4
3193,3179098,1,34013,9,3,1
3194,3179127,1,34035,4,1,2
3195,3179133,1,34037,4,2,3
3196,3179140,1,34003,4,5,2
3197,3179150,1,34023,2,1,1
3198,3179198,1,34017,4,2,0
3199,3179252,1,34023,9,4,1
3200,3179375,1,34021,4,2,2
3201,3179380,1,36061,2,1,0
3202,3179436,1,34023,3,2,1
3203,3179472,1,36071,2,1,4
3204,3179473,1,36119,4,3,1
3205,3179489,1,9009,1,5,1
3206,3179491,1,34027,4,5,3
3207,3179535,1,34003,4,2,3
3208,3179553,1,36005,1,3,0
3209,3179563,1,36061,2,3,0
3210,3179565,1,36027,9,2,3
3211,3179595,1,36047,4,3,0
3212,3179610,1,36005,1,5,0
3213,3179622,1,36047,3,3,0
3214,3179669,1,34003,2,2,1
3215,3179934,1,34013,4,5,3
3216,3179939,1,36059,4,1,2
3217,3179990,1,36061,4,3,0
3218,3179994,1,34021,4,2,4
3219,3180034,1,34025,4,2,1
3220,3180105,1,36061,2,5,1
3221,3180117,1,36081,4,5,2
3222,3180184,1,34027,4,2,2
3223,3180186,1,34029,4,3,3
3224,3180187,1,36103,3,2,2
3225,3180222,1,36027,9,1,3
3226,3180254,1,36047,1,3,1
3227,3180262,1,34017,1,3,0
3228,3180307,1,36061,9,2,0
3229,3180309,1,36081,1,1,1
3230,3180310,1,34013,4,4,3
3231,3180328,1,9001,4,1,2
3232,3180329,1,34041,4,2,2
3233,3180478,1,36071,2,3,1
3234,3180516,1,36079,4,2,2
3235,3180524,1,34039,4,1,3
3236,3180553,1,36071,1,2,2
3237,3180576,1,34017,1,3,1
3238,3180682,1,36119,4,3,1
3239,3180692,1,34019,2,1,2
3240,3180698,1,34027,4,3,2
3241,3180723,1,36079,1,3,2
3242,3180761,1,36081,4,1,1
3243,3180765,1,36047,3,1,2
3244,3180785,1,36061,1,1,0
3245,3180804,1,34027,4,3,3
3246,3180840,1,9009,9,4,3
3247,3180844,1,9009,3,3,1
3248,3180866,1,34029,2,2,2
3249,3180871,1,36061,4,2,0
3250,3180876,1,36047,3,2,2
3251,3180887,1,36119,2,5,1
3252,3180889,1,34027,2,1,0
3253,3180958,1,34017,4,3,2
3254,3180959,1,34013,2,4,2
3255,3180971,1,34003,4,2,2
3256,3181005,1,36047,4,3,1
3257,3181030,1,36085,3,2,2
3258,3181053,1,34003,1,3,0
3259,3181069,1,36005,2,4,2
3260,3181110,1,36059,9,5,4
3261,3181134,1,36061,4,4,1
3262,3181165,1,36119,1,3,1
3263,3181186,1,34029,9,1,2
3264,3181203,1,34029,3,1,4
3265,3181275,1,36059,2,1,1
3266,3181277,1,36081,4,3,2
3267,3181325,1,34019,4,2,3
3268,3181377,1,34025,9,3,1
3269,3181405,1,34041,4,5,6
3270,3181409,1,36061,3,1,0
3271,3181443,1,36071,4,1,2
3272,3181474,1,36081,4,1,1
3273,3181510,1,34029,1,1,1
3274,3181573,1,36047,2,2,0
3275,3181638,1,36085,4,1,2
3276,3181647,1,36119,4,5,2
3277,3181667,1,36087,2,4,2
3278,3181687,1,36103,1,3,0
3279,3181688,1,36103,4,2,2
3280,3181719,1,36061,9,4,0
3281,3181797,1,36103,4,3,4
3282,3181803,1,34029,2,5,3
3283,3181831,1,36119,4,4,2
3284,3181855,1,36061,4,2,1
3285,3181865,1,36085,2,1,2
3286,3181877,1,36087,4,1,4
3287,3181878,1,36027,4,5,4
3288,3181882,1,34021,3,3,1
3289,3181906,1,36047,2,1,1
3290,3181957,1,36061,4,3,1
3291,3181971,1,36061,1,4,0
3292,3182016,1,34029,2,3,1
3293,3182058,1,36087,2,1,1
3294,3182156,1,36087,4,2,2
3295,3182183,1,34003,1,2,2
3296,3182241,1,36081,1,2,1
3297,3182264,1,36005,9,1,0
3298,3182342,1,36081,9,1,1
3299,3182349,1,36081,2,3,1
3300,3182410,1,36081,3,3,0
3301,3182425,1,36085,3,2,1
3302,3182460,1,34029,3,5,4
3303,3182467,1,36061,2,3,0
3304,3182556,1,34013,1,5,1
3305,3182564,1,34037,4,2,3
3306,3182594,1,34023,9,5,1
3307,3182650,1,34025,2,5,1
3308,3182658,1,34031,4,4,2
3309,3182742,1,34017,1,5,0
3310,3182760,1,36103,3,1,3
3311,3182840,1,34041,2,1,1
3312,3182858,1,36027,3,2,1
3313,3182876,1,36047,2,1,1
3314,3182888,1,36005,3,2,1
3315,3182893,1,9001,4,4,2
3316,3182901,1,9009,3,2,2
3317,3182960,1,34025,2,4,1
3318,3183106,1,34013,4,2,2
3319,3183118,1,34031,2,4,4
3320,3183133,1,36087,3,2,5
3321,3183148,1,34027,1,1,2
3322,3183209,1,34023,2,1,1
3323,3183238,1,34025,2,4,4
3324,3183248,1,36061,1,3,0
3325,3183269,1,34041,2,3,2
3326,3183289,1,34029,1,5,0
3327,3183303,1,34041,4,4,2
3328,3183351,1,36103,2,4,1
3329,3183373,1,34037,4,1,3
3330,3183374,1,34021,3,3,4
3331,3183424,1,36047,2,3,1
3332,3183438,1,34023,9,1,1
3333,3183450,1,34027,2,3,3
3334,3183531,1,34021,1,5,0
3335,3183551,1,36119,4,4,2
3336,3183555,1,34027,3,4,3
3337,3183563,1,34021,4,4,4
3338,3183587,1,34027,9,3,2
3339,3183608,1,36071,4,1,3
3340,3183628,1,34003,1,1,1
3341,3183659,1,36027,4,4,1
3342,3183676,1,34013,1,5,1
3343,3183678,1,36103,3,3,2
3344,3183722,1,36059,2,1,2
3345,3183752,1,36085,2,4,0
3346,3183783,1,36061,4,4,0
3347,3183827,1,36061,1,1,1
3348,3183924,1,34025,2,1,0
3349,3183949,1,34029,2,3,2
3350,3183979,1,36103,4,2,3
3351,3183983,1,36059,4,3,2
3352,3184034,1,36061,2,4,0
3353,3184064,1,34023,4,1,4
3354,3184090,1,36119,2,3,2
3355,3184103,1,36005,1,3,0
3356,3184116,1,36005,2,1,1
3357,3184157,1,36103,1,3,0
3358,3184219,1,34041,4,2,2
3359,3184234,1,34041,4,3,1
3360,3184292,1,34025,4,3,3
3361,3184304,1,36059,2,1,1
3362,3184332,1,36061,4,5,1
3363,3184381,1,36081,2,3,1
3364,3184516,1,9009,2,1,1
3365,3184541,1,36103,1,5,0
3366,3184565,1,36081,4,3,2
3367,3184579,1,34023,3,3,2
3368,3184610,1,34037,2,1,2
3369,3184627,1,36005,1,1,0
3370,3184687,1,34037,3,2,2
3371,3184691,1,34003,2,3,2
3372,3184696,1,34035,4,3,2
3373,3184706,1,36005,2,4,1
3374,3184734,1,36047,3,2,0
3375,3184805,1,36103,2,4,2
3376,3184825,1,36047,1,1,0
3377,3184850,1,36005,3,2,1
3378,3184851,1,36119,2,1,2
3379,3184922,1,34013,4,2,2
3380,3184963,1,36119,4,4,1
3381,3185002,1,36047,4,3,2
3382,3185029,1,36103,2,3,3
3383,3185030,1,34023,4,3,2
3384,3185109,1,36081,1,3,5
3385,3185152,1,9009,2,3,3
3386,3185181,1,34021,4,3,3
3387,3185184,1,34003,2,3,2
3388,3185189,1,34013,4,1,1
3389,3185199,1,34027,4,3,3
3390,3185207,1,34023,2,1,3
3391,3185249,1,36059,1,1,1
3392,3185258,1,36061,9,4,2
3393,3185270,1,34021,3,3,1
3394,3185276,1,34039,1,5,0
3395,3185310,1,36005,4,3,1
3396,3185388,1,9001,4,1,2
3397,3185394,1,36119,4,2,1
3398,3185404,1,34003,9,2,2
3399,3185435,1,34035,4,3,2
3400,3185456,1,34003,4,1,4
3401,3185478,1,36087,4,4,2
3402,3185508,1,36085,2,1,2
3403,3185532,1,34035,9,3,3
3404,3185551,1,36103,2,1,2
3405,3185563,1,36103,4,3,3
3406,3185571,1,36005,9,3,0
3407,3185599,1,36103,3,1,2
3408,3185617,1,34025,4,3,1
3409,3185633,1,36059,3,1,2
3410,3185642,1,34039,9,1,2
3411,3185647,1,36059,2,3,1
3412,3185648,1,36059,4,1,2
3413,3185665,1,36087,1,2,3
3414,3185726,1,34013,1,4,1
3415,3185748,1,36119,4,1,2
3416,3185770,1,34013,4,5,2
3417,3185826,1,34003,4,4,1
3418,3185835,1,34037,2,2,3
3419,3185839,1,34037,4,1,2
3420,3185862,1,36103,9,2,3
3421,3185876,1,34039,1,1,0
3422,3185878,1,36027,4,1,3
3423,3185889,1,36085,4,1,2
3424,3185917,1,34013,9,3,2
3425,3185918,1,36059,9,4,3
3426,3185972,1,36087,1,5,2
3427,3185980,1,34019,1,2,1
3428,3186001,1,34017,1,5,1
3429,3186089,1,34029,9,1,1
3430,3186110,1,36081,2,3,0
3431,3186129,1,36059,2,1,3
3432,3186147,1,34027,4,2,2
3433,3186183,1,34017,4,4,1
3434,3186196,1,36059,4,1,2
3435,3186197,1,36027,4,3,2
3436,3186228,1,36047,4,1,1
3437,3186237,1,34021,3,1,2
3438,3186282,1,9001,2,3,1
3439,3186313,1,34013,2,3,1
3440,3186382,1,36047,1,3,0
3441,3186403,1,34013,3,1,1
3442,3186425,1,36103,4,1,2
3443,3186461,1,36005,4,1,2
3444,3186470,1,36061,1,1,1
3445,3186527,1,36103,4,5,2
3446,3186531,1,34029,2,4,3
3447,3186533,1,34037,4,2,2
3448,3186604,1,34017,1,5,0
3449,3186682,1,34017,9,4,0
3450,3186735,1,34029,3,4,3
3451,3186837,1,9009,4,1,2
3452,3186863,1,36059,1,1,1
3453,3186925,1,34017,1,3,0
3454,3186969,1,36059,3,1,3
3455,3186981,1,36085,2,1,2
3456,3186989,1,34023,4,2,3
3457,3186994,1,34035,4,3,3
3458,3187016,1,36047,2,3,0
3459,3187029,1,34041,1,1,0
3460,3187072,1,9001,9,4,1
3461,3187095,1,34035,4,1,2
3462,3187102,1,34029,4,5,2
3463,3187109,1,36005,4,4,1
3464,3187124,1,36061,1,1,0
3465,3187137,1,34003,4,3,2
3466,3187151,1,36061,2,5,0
3467,3187244,1,34031,1,1,0
3468,3187271,1,34027,1,3,1
3469,3187353,1,34023,2,2,2
3470,3187363,1,36081,2,4,1
3471,3187425,1,9009,1,3,0
3472,3187448,1,34013,4,3,2
3473,3187456,1,34019,2,3,2
3474,3187476,1,34025,3,3,2
3475,3187489,1,36061,2,1,0
3476,3187492,1,34027,1,2,2
3477,3187533,1,36079,9,3,3
3478,3187535,1,34023,2,2,1
3479,3187666,1,36059,9,3,2
3480,3187676,1,36087,4,5,3
3481,3187762,1,34023,2,3,2
3482,3187778,1,34013,4,2,2
3483,3187785,1,36103,4,3,2
3484,3187806,1,36059,4,3,2
3485,3187812,1,34039,9,1,1
3486,3187826,1,34027,1,1,1
3487,3187830,1,34031,2,3,1
3488,3187843,1,9009,1,1,1
3489,3187847,1,36005,2,3,0
3490,3187849,1,34023,2,4,4
3491,3187930,1,36085,2,4,1
3492,3187944,1,34019,1,3,1
3493,3187955,1,34003,3,4,2
3494,3188007,1,34013,4,5,2
3495,3188061,1,34023,1,3,1
3496,3188122,1,36061,1,4,0
3497,3188151,1,36061,3,3,0
3498,3188228,1,34013,4,2,2
3499,3188275,1,36119,4,3,2
3500,3188302,1,36081,3,3,1
3501,3188407,1,34017,9,3,2
3502,3188424,1,36027,4,1,2
3503,3188470,1,36059,9,4,2
3504,3188487,1,34027,3,3,2
3505,3188561,1,34023,2,2,2
3506,3188564,1,36027,2,3,2
3507,3188672,1,34029,3,4,2
3508,3188680,1,36081,2,4,0
3509,3188693,1,34003,4,2,3
3510,3188702,1,36081,2,5,0
3511,3188717,1,34035,3,3,1
3512,3188775,1,36061,4,2,1
3513,3188779,1,36103,2,3,1
3514,3188780,1,34041,4,1,3
3515,3188853,1,36047,2,3,0
3516,3188859,1,34037,3,3,2
3517,3188917,1,34037,1,2,1
3518,3188951,1,36103,4,2,2
3519,3188961,1,34017,2,1,1
3520,3188966,1,34003,1,1,1
3521,3188980,1,34035,4,1,1
3522,3189027,1,34025,4,1,3
3523,3189079,1,36061,4,3,0
3524,3189170,1,36085,2,3,2
3525,3189172,1,34037,9,4,2
3526,3189174,1,34023,1,4,1
3527,3189240,1,36071,1,1,1
3528,3189261,1,34003,4,3,4
3529,3189350,1,36081,4,1,1
3530,3189352,1,34023,4,3,3
3531,3189360,1,34027,2,2,2
3532,3189404,1,36103,2,3,2
3533,3189435,1,36071,4,1,3
3534,3189466,1,34023,1,5,0
3535,3189472,1,34013,1,3,0
3536,3189507,1,36103,2,3,1
3537,3189544,1,36047,2,3,0
3538,3189548,1,36047,9,1,0
3539,3189629,1,34031,4,3,2
3540,3189652,1,36061,1,3,0
3541,3189656,1,9001,2,3,3
3542,3189673,1,36081,1,3,0
3543,3189677,1,34041,1,2,1
3544,3189697,1,34003,2,3,1
3545,3189733,1,34021,4,1,2
3546,3189759,1,9009,2,2,2
3547,3189812,1,36061,9,2,1
3548,3189899,1,34023,9,2,3
3549,3189919,1,34029,3,1,2
3550,3189921,1,36087,4,2,4
3551,3189947,1,36061,1,4,0
3552,3189986,1,36103,2,3,1
3553,3190002,1,36087,2,1,1
3554,3190017,1,34003,4,5,3
3555,3190070,1,36047,4,4,2
3556,3190108,1,34025,2,3,2
3557,3190119,1,36027,2,3,3
3558,3190121,1,34039,2,1,1
3559,3190206,1,36005,2,3,2
3560,3190241,1,34039,2,1,0
3561,3190268,1,34035,1,2,2
3562,3190390,1,34031,4,3,2
3563,3190521,1,34029,3,4,2
3564,3190540,1,34019,1,2,2
3565,3190564,1,36027,9,2,2
3566,3190597,1,36061,2,3,0
3567,3190664,1,34035,2,1,1
3568,3190692,1,34025,4,3,3
3569,3190710,1,36047,2,1,1
3570,3190796,1,9009,1,4,2
3571,3190839,1,34027,4,3,2
3572,3190840,1,34027,3,3,3
3573,3190882,1,36071,2,5,3
3574,3190900,1,36061,4,1,1
3575,3190943,1,34031,4,3,2
3576,3190956,1,36061,4,4,1
3577,3190979,1,36081,9,4,2
3578,3191001,1,34013,4,3,2
3579,3191021,1,36027,4,3,3
3580,3191077,1,34021,2,4,0
3581,3191114,1,36061,2,2,0
3582,3191122,1,36119,2,3,1
3583,3191136,1,36119,4,1,4
3584,3191150,1,9001,4,1,5
3585,3191159,1,34027,3,1,2
3586,3191205,1,34013,4,1,2
3587,3191214,1,34019,4,5,3
3588,3191251,1,34019,4,1,2
3589,3191277,1,34003,2,2,1
3590,3191305,1,34029,2,3,1
3591,3191323,1,34041,9,2,1
3592,3191376,1,36081,2,3,1
3593,3191411,1,9009,4,3,1
3594,3191423,1,34021,4,4,1
3595,3191424,1,34013,2,2,1
3596,3191442,1,36061,1,3,0
3597,3191455,1,36087,4,2,1
3598,3191460,1,34013,1,5,1
3599,3191551,1,34019,9,2,2
3600,3191552,1,36005,2,2,0
3601,3191567,1,36061,9,4,0
3602,3191575,1,34029,4,5,3
3603,3191585,1,36059,9,5,0
3604,3191588,1,34031,2,1,1
3605,3191598,1,34023,9,4,1
3606,3191600,1,36119,2,3,4
3607,3191627,1,36061,1,1,0
3608,3191678,1,34021,2,4,1
3609,3191693,1,36103,2,3,1
3610,3191695,1,36047,4,4,1
3611,3191706,1,36103,3,2,1
3612,3191761,1,34027,4,5,5
3613,3191849,1,36005,1,2,0
