SAMPN,RECMode,RETMode,CTFIP,BIN,GTYPE,STYPE,ILANG,RESTY,HHSIZ,LTELE,HHLNG,O_HHLNG,INCOM,DOW,HHVEH,HHSTU,HHWRK,HHLIC,HHCHD,HTRIPS,HTRIPS_GPS,PARTIAL,HH1,HCITY,HCITY_PL,HCITY_MCD,HSTATE,HZIP,HTAZ,HTRACT,HH_WHT2,GEO_GROUP1,GEO_GROUP2,GEO_GROUP3,HHSIZ_R,INCOM_R,HHVEH_R,HHSTRUC,HTRIPS_V,HTRIPS_T,HTRIPS_NM,HTRIPS_O,HTRIPS_WP,HTRIPS_NWP,HTRIPS_GPS_V,HTRIPS_GPS_T,HTRIPS_GPS_NM,HTRIPS_GPS_O,HTRIPS_GPS_WP,HTRIPS_GPS_NWP
3358278,2,2,34037,14,2,1,1,1,5,1,1,,4,3,3,2,2,3,2,7,9.64,1,137.22222,STANHOPE,BYRAM CENTER CDP,Byram township,NJ,07874,3367,34037374300,116.7,11,5,4,4,2,3,1,7,0,0,0,0,7,9.64,0,0,0,0,9.64
3358303,2,2,34037,14,1,1,1,1,5,1,1,,6,5,4,3,1,2,3,42,42,1,284.14286,STOCKHOLM,,Hardyston township,NJ,07460,3374,34037372600,360.83,11,5,4,4,4,3,3,38,4,0,0,3,39,38,4,0,0,3,39
3358315,2,2,34003,15,1,1,1,1,5,1,1,,99,2,3,3,2,2,3,34,34,1,397.66667,WYCKOFF,,Wyckoff township,NJ,07481,2730,34003061300,50.08,7,5,4,4,9,3,1,32,2,0,0,2,32,32,2,0,0,2,32
3358397,2,2,34037,14,1,1,1,1,1,1,1,,1,3,1,0,0,1,0,2,2,1,258.83333,NEWTON,,Stillwater township,NJ,07860,3383,34037373900,103.37,11,5,4,1,1,1,6,0,0,2,0,0,2,0,0,2,0,0,2
3358414,2,1,36087,15,2,1,1,2,1,1,1,,4,3,1,0,1,1,0,7,13.2,1,696.25,POMONA,MOUNT IVY CDP,Haverstraw town,NY,10970,2269,36087010502,936.79,4,3,1,1,2,1,4,7,0,0,0,3,4,13.2,0,0,0,5.66,7.54
3358456,2,1,36103,3,2,1,1,1,1,1,1,,4,5,1,0,1,1,0,0,0,1,1062,MEDFORD,MEDFORD CDP,Brookhaven town,NY,11763,2047,36103158711,442.01,3,2,1,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3358462,2,2,36005,15,2,1,1,2,2,1,1,,99,2,1,0,1,1,0,10,28.18,1,259,BRONX,NEW YORK CITY,Bronx borough,NY,10471,904,36005030701,178.54,2,1,1,2,9,1,4,10,0,0,0,0,10,28.18,0,0,0,0,28.18
3358518,2,2,36005,15,2,1,1,2,1,1,1,,5,2,1,0,1,1,0,3,2.49,1,440.25,BRONX,NEW YORK CITY,Bronx borough,NY,10473,938,36005009800,194.27,2,1,1,1,3,1,4,0,3,0,0,2,1,0,2.49,0,0,1.66,0.83
3358521,2,2,34037,14,1,1,1,1,2,1,1,,6,2,2,0,1,2,0,10,10,1,291,NEWTON,,Hampton township,NJ,07860,3373,34037372000,145.56,11,5,4,2,4,2,4,10,0,0,0,2,8,10,0,0,0,2,8
3358551,2,2,34003,15,1,1,1,1,2,1,1,,6,3,2,0,2,2,0,8,8,1,223.6,ALLENDALE,ALLENDALE BOROUGH,Allendale borough,NJ,07401,2661,34003001000,222.57,7,5,4,2,4,2,2,3,3,2,0,2,6,3,3,2,0,2,6
3358555,2,3,34003,15,2,1,1,1,5,1,1,,7,5,5,2,3,4,1,25,42.07,1,251.4,RAMSEY,RAMSEY BOROUGH,Ramsey borough,NJ,07446,2708,34003044201,369.68,7,5,4,4,4,3,1,25,0,0,0,7,18,42.07,0,0,0,6.69,35.38
3358599,2,1,34027,15,2,1,1,1,2,1,1,,6,1,3,0,2,2,0,4,3.01,1,172.47059,SUCCASUNNA,SUCCASUNNA CDP,Roxbury township,NJ,07876,3179,34027045502,75.95,9,5,4,2,4,3,2,4,0,0,0,4,0,3.01,0,0,0,3.01,0
3358615,2,2,34027,15,2,1,1,1,4,1,1,,8,3,2,2,2,2,2,10,13.68,1,198.5,CHATHAM,,Chatham township,NJ,07928,3148,34027044000,407.43,9,5,4,4,4,2,1,6,4,0,0,2,8,7.98,5.7,0,0,3.42,10.26
3358669,2,1,34029,15,2,1,1,1,3,1,1,,3,1,1,2,2,2,1,25,42.99,1,134.78571,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,08701,3296,34029715301,156.37,10,5,4,3,2,1,1,22,0,3,0,4,21,38.59,0,4.4,0,7.54,35.44
3358698,2,2,34003,15,1,1,1,1,3,1,1,,4,4,2,1,2,2,1,15,15,1,251.4,RAMSEY,RAMSEY BOROUGH,Ramsey borough,NJ,07446,2708,34003044201,125.54,7,5,4,3,2,2,1,13,0,2,0,0,15,13,0,2,0,0,15
3358808,2,3,34037,14,2,1,1,1,1,1,1,,2,5,1,0,0,1,0,6,7.42,1,214.25,NEWTON,,Hampton township,NJ,07860,3373,34037372100,85.57,11,5,4,1,1,1,6,6,0,0,0,0,6,7.42,0,0,0,0,7.42
3358857,2,1,34027,17,2,1,1,1,2,1,1,,7,2,3,0,2,2,0,5,4.74,1,174.25,ANDOVER,,Jefferson township,NJ,07821,3157,34027044602,54.38,9,5,4,2,4,3,2,5,0,0,0,2,3,4.74,0,0,0,1.5,3.23
3358913,2,3,36005,15,2,1,1,2,4,1,1,,6,4,1,2,2,2,2,16,22.61,1,259,BRONX,NEW YORK CITY,Bronx borough,NY,10463,904,36005030701,473.67,2,1,1,4,4,1,1,4,0,12,0,8,8,5.72,0,16.89,0,11.25,11.36
3358930,2,1,34003,15,2,1,1,1,6,1,1,,5,1,2,4,3,2,3,33,43.04,1,214.55556,OAKLAND,OAKLAND BOROUGH,Oakland borough,NJ,07436,2702,34003039200,345.45,7,5,4,4,3,2,1,25,4,4,0,2,31,34.03,3.66,5.35,0,2.45,40.58
3358932,2,1,34029,15,2,1,1,1,6,1,1,,3,2,3,0,1,4,1,12,13.44,1,476.4,LANOKA HARBOR,,Lacey township,NJ,08734,3294,34029732101,385.53,10,5,4,4,2,3,3,12,0,0,0,2,10,13.44,0,0,0,2.86,10.58
3358950,2,1,34037,14,2,1,1,1,4,1,1,,6,2,2,2,2,2,2,8,9.2,1,241.8,NEWTON,,Andover township,NJ,07860,3365,34037373500,679.62,11,5,4,4,4,2,1,4,4,0,0,4,4,3.01,6.19,0,0,3.01,6.19
3358980,2,3,34003,15,2,1,1,1,4,1,1,,7,1,2,2,1,2,2,22,44.11,1,223.6,ALLENDALE,ALLENDALE BOROUGH,Allendale borough,NJ,07401,2661,34003001000,305.47,7,5,4,4,4,2,3,21,0,1,0,0,22,41.36,0,2.75,0,0,44.11
3359013,2,1,34027,15,2,1,1,1,3,1,2,,5,2,2,1,2,2,1,8,9.06,1,422.16667,LINCOLN PARK,LINCOLN PARK BOROUGH,Lincoln Park borough,NJ,07035,3159,34027040102,54.43,9,5,4,3,3,2,1,8,0,0,0,4,4,9.06,0,0,0,4.91,4.15
3359027,2,2,36005,15,2,1,1,2,1,1,1,,1,2,0,0,0,0,0,0,0,1,182.16667,BRONX,NEW YORK CITY,Bronx borough,NY,10465,955,36005014400,904.73,2,1,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3359051,2,1,34037,14,2,1,1,1,2,1,1,,6,1,5,0,1,2,0,6,5.91,1,284.14286,HAMBURG,,Hardyston township,NJ,07419,3374,34037372600,50.38,11,5,4,2,4,3,4,6,0,0,0,0,6,5.91,0,0,0,0,5.91
3359065,2,3,36005,15,2,1,1,2,3,1,1,,3,5,1,2,1,1,2,9,9.54,1,204.75,BRONX,NEW YORK CITY,Bronx borough,NY,10471,902,36005034500,369.58,2,1,1,3,2,1,3,4,2,3,0,2,7,4.53,1.83,3.19,0,2.45,7.09
3359092,2,3,34029,15,2,1,1,1,8,1,1,,1,4,1,6,2,2,6,54,80.22,1,123,LAKEWOOD,LAKEWOOD CDP,Lakewood township,NJ,08701,3296,34029715302,196.99,10,5,4,4,1,1,1,43,2,9,0,4,50,67.57,2.51,10.13,0,5.24,74.98
3359102,2,2,36005,15,1,1,1,2,1,1,1,,5,3,1,0,1,1,0,5,5,1,230,BRONX,NEW YORK CITY,Bronx borough,NY,10470,1012,36005044902,191.96,2,1,1,1,3,1,4,0,2,3,0,4,1,0,2,3,0,4,1
3359106,2,2,34003,15,2,1,1,1,1,1,1,,6,5,8,0,1,1,0,4,3.01,1,659.75,UPPER SADDLE RIVER,UPPER SADDLE RIVER BOROUGH,Upper Saddle River borough,NJ,07458,2723,34003053200,102.42,7,5,4,1,4,3,4,4,0,0,0,2,2,3.01,0,0,0,1.5,1.5
3359120,2,2,36087,15,1,1,1,1,4,1,1,,7,4,2,2,2,2,2,24,24,1,399.2,VALLEY COTTAGE,VALLEY COTTAGE CDP,Clarkstown town,NY,10989,2278,36087011101,451.19,4,3,1,4,4,2,1,20,3,1,0,6,18,20,3,1,0,6,18
3359121,1,1,34003,15,1,1,1,1,3,2,1,,8,1,3,0,3,3,0,10,10,1,802.5,HILLSDALE,HILLSDALE BOROUGH,Hillsdale borough,NJ,07642,2687,34003026100,2183.69,7,5,4,3,4,3,2,10,0,0,0,10,0,10,0,0,0,10,0
3359131,2,1,34027,15,2,1,1,1,4,1,1,,99,3,4,2,1,3,1,18,31.11,1,187.57143,MOUNTAIN LAKES,MOUNTAIN LAKES BOROUGH,Mountain Lakes borough,NJ,07046,3168,34027041200,231.77,9,5,4,4,9,3,3,18,0,0,0,0,18,31.11,0,0,0,0,31.11
3359153,2,1,34037,14,2,1,1,1,3,1,1,,5,1,3,1,2,3,0,6,4.61,1,137.22222,STANHOPE,,Byram township,NJ,07874,3367,34037374300,96.52,11,5,4,3,3,3,2,6,0,0,0,4,2,4.61,0,0,0,2.93,1.68
3359182,2,1,34003,15,2,1,1,1,3,1,1,,6,3,3,0,3,3,0,16,16.57,1,223.6,ALLENDALE,ALLENDALE BOROUGH,Allendale borough,NJ,07401,2661,34003001000,246.8,7,5,4,3,4,3,2,16,0,0,0,9,7,16.57,0,0,0,6.77,9.81
3359195,2,2,34027,15,2,1,1,2,3,1,1,,4,3,2,1,2,2,1,4,3.01,1,257.83333,RIVERDALE,RIVERDALE BOROUGH,Riverdale borough,NJ,07457,3176,34027040400,1205.96,9,5,4,3,2,2,1,4,0,0,0,4,0,3.01,0,0,0,3.01,0
3359196,2,1,34027,15,2,1,1,1,2,1,1,,3,3,3,0,0,2,0,4,6.83,1,569.66667,KENVIL,,Roxbury township,NJ,07847,3179,34027045300,450.43,9,5,4,2,2,3,6,4,0,0,0,0,4,6.83,0,0,0,0,6.83
3359235,2,3,34037,14,2,1,1,1,2,1,1,,3,2,2,0,0,2,0,0,0,1,322.75,FRANKLIN,FRANKLIN BOROUGH,Franklin borough,NJ,07416,3369,34037372900,349.18,11,5,4,2,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
3359242,2,1,34037,14,2,1,1,1,4,1,1,,7,3,4,2,2,3,1,10,11.15,1,109.72727,NEWTON,,Fredon township,NJ,07860,3370,34037374000,159.46,11,5,4,4,4,3,1,10,0,0,0,2,8,11.15,0,0,0,1.5,9.64
3359254,2,2,36103,16,1,1,1,1,3,1,1,,4,5,4,2,2,3,0,25,25,1,178,SAINT JAMES,ST. JAMES CDP,Smithtown town,NY,11780,1934,36103135002,51.56,3,2,1,3,2,3,2,25,0,0,0,4,21,25,0,0,0,4,21
3359264,2,3,34027,15,2,1,1,1,3,1,1,,4,3,2,1,1,2,1,10,14.07,1,161.9,BUTLER,BUTLER BOROUGH,Butler borough,NJ,07405,3146,34027040600,131.02,9,5,4,3,2,2,3,10,0,0,0,2,8,14.07,0,0,0,1.5,12.56
3359276,2,2,34003,15,2,1,1,1,2,1,1,,99,2,2,0,1,2,0,5,7.17,1,223.28571,WYCKOFF,,Wyckoff township,NJ,07481,2730,34003061100,50.08,7,5,4,2,9,2,4,5,0,0,0,2,3,7.17,0,0,0,1.5,5.67
3359346,2,1,34037,14,2,1,1,1,3,1,1,,3,5,3,0,1,3,0,3,2.2,1,459.66667,SUSSEX,,Wantage township,NJ,07461,3387,34037371100,501.6,11,5,4,3,2,3,4,3,0,0,0,2,1,2.2,0,0,0,1.46,0.73
3359359,2,3,34027,15,2,1,1,1,3,1,1,,6,1,3,1,3,3,0,10,10.43,1,198.5,CHATHAM,,Chatham township,NJ,07928,3148,34027044000,75.55,9,5,4,3,4,3,2,10,0,0,0,4,6,10.43,0,0,0,4.36,6.07
3359370,2,1,34003,15,2,1,1,1,4,1,1,,7,1,2,2,2,2,2,17,17.75,1,659.75,SADDLE RIVER,UPPER SADDLE RIVER BOROUGH,Upper Saddle River borough,NJ,07458,2723,34003053200,889.76,7,5,4,4,4,2,1,17,0,0,0,4,13,17.75,0,0,0,3.96,13.8
3359380,2,2,34037,14,2,1,1,2,2,1,1,,5,1,2,0,2,2,0,8,5.86,1,279.2,STANHOPE,STANHOPE BOROUGH,Stanhope borough,NJ,07874,3382,34037374600,253.73,11,5,4,2,3,2,2,8,0,0,0,8,0,5.86,0,0,0,5.86,0
3359402,2,2,34003,15,2,1,1,1,5,1,99,,6,3,2,3,2,2,3,22,29.03,1,659.75,SADDLE RIVER,UPPER SADDLE RIVER BOROUGH,Upper Saddle River borough,NJ,07458,2723,34003053200,1097.12,7,5,4,4,4,2,1,22,0,0,0,2,20,29.03,0,0,0,2.45,26.57
3359407,2,2,34029,15,2,1,2,2,6,1,2,,5,1,2,3,2,2,3,10,8.49,1,398.5,LAKEWOOD,,Lakewood township,NJ,08701,3296,34029715000,447.08,10,5,4,4,3,2,1,4,6,0,0,4,6,3.01,5.48,0,0,3.01,5.48
3359495,2,1,34037,14,2,1,1,1,1,2,1,,1,2,1,0,0,1,0,4,3.74,1,206.625,HOPATCONG,HOPATCONG BOROUGH,Hopatcong borough,NJ,07843,3375,34037374700,82.52,11,5,4,1,1,1,6,4,0,0,0,0,4,3.74,0,0,0,0,3.74
3359498,2,1,36005,15,2,1,1,2,2,1,1,,6,1,2,0,1,2,0,2,1.5,1,150.11111,BRONX,NEW YORK CITY,Bronx borough,NY,10463,904,36005030900,65.41,2,1,1,2,4,2,4,2,0,0,0,2,0,1.5,0,0,0,1.5,0
3359506,2,1,34027,15,1,1,1,1,2,2,1,,99,3,4,0,2,2,0,8,8,1,161.9,BUTLER,BUTLER BOROUGH,Butler borough,NJ,07405,3146,34027040600,135.23,9,5,4,2,9,3,2,8,0,0,0,6,2,8,0,0,0,6,2
3359526,2,2,36005,15,2,1,2,2,1,1,2,,1,5,0,0,0,0,0,2,2.12,1,291.75,BRONX,NEW YORK CITY,Bronx borough,NY,10473,940,36005009000,65.71,2,1,1,1,1,0,6,0,2,0,0,0,2,0,2.12,0,0,0,2.12
3359538,2,2,36005,15,2,1,1,2,2,1,1,,2,1,0,1,0,1,0,10,18.77,1,321.76923,BRONX,NEW YORK CITY,Bronx borough,NY,10475,942,36005030200,861.35,2,1,1,2,1,0,6,0,2,8,0,0,10,0,3.89,14.88,0,0,18.77
3359608,2,2,36103,16,1,1,1,1,1,1,1,,3,2,1,0,1,1,0,4,4,1,287.44444,PORT JEFFERSON STATION,TERRYVILLE CDP,Brookhaven town,NY,11776,2023,36103158308,1738.01,3,2,1,1,2,1,4,4,0,0,0,2,2,4,0,0,0,2,2
3359610,1,1,34019,15,1,1,1,1,2,1,1,,6,2,2,0,2,2,0,4,4,1,328.66667,BLOOMSBURY,,Holland township,NJ,08804,3329,34019010500,98.98,11,5,4,2,4,2,2,4,0,0,0,3,1,4,0,0,0,3,1
3359661,2,2,34023,16,1,1,1,1,1,1,1,,4,2,1,0,1,1,0,7,7,1,227.44444,PLAINSBORO,PRINCETON MEADOWS CDP,Plainsboro township,NJ,08536,3221,34023008602,835.33,9,5,4,1,2,1,4,7,0,0,0,0,7,7,0,0,0,0,7
3359673,2,2,36103,16,2,1,1,1,2,1,1,,99,5,2,0,1,1,0,8,14.93,1,156.45455,HAMPTON BAYS,HAMPTON BAYS CDP,Southampton town,NY,11946,2086,36103190603,741.83,3,2,1,2,9,2,4,8,0,0,0,2,6,14.93,0,0,0,1.46,13.47
3359711,1,1,36103,16,1,1,1,1,4,1,1,,6,2,2,2,1,2,2,11,11,1,244.125,NORTH BABYLON,NORTH BABYLON CDP,Babylon town,NY,11703,1903,36103122603,56.21,3,2,1,4,4,2,3,7,4,0,0,2,9,7,4,0,0,2,9
3359722,2,2,36059,17,2,1,1,1,1,1,1,,4,1,2,0,0,1,0,5,7.36,1,187.57143,WANTAGH,LEVITTOWN CDP,Hempstead town,NY,11793,1722,36059409500,237.93,3,2,1,1,2,2,6,5,0,0,0,0,5,7.36,0,0,0,0,7.36
3359819,2,2,34017,16,1,1,1,2,1,1,1,,8,2,0,0,1,1,0,6,6,1,194.2,HOBOKEN,HOBOKEN CITY,Hoboken city,NJ,07030,2899,34017019200,50,8,5,4,1,4,0,4,0,0,6,0,0,6,0,0,6,0,0,6
3359829,2,1,34021,16,2,1,1,1,1,1,1,,6,4,1,0,1,1,0,3,4.29,1,238.4,PRINCETON,,Princeton township,NJ,08540,3581,34021004201,96.76,12,6,5,1,4,1,4,3,0,0,0,2,1,4.29,0,0,0,2.86,1.43
3359844,2,2,36059,17,2,1,1,1,3,1,1,,8,3,2,0,2,2,1,4,2.93,1,312.6,ROSLYN,SEARINGTOWN CDP,North Hempstead town,NY,11576,1642,36059302300,50.04,3,2,1,3,4,2,1,4,0,0,0,4,0,2.93,0,0,0,2.93,0
3359888,2,1,36059,17,2,1,1,1,1,1,1,,6,1,1,0,1,1,0,0,0,1,158.14286,EAST MEADOW,EAST MEADOW CDP,Hempstead town,NY,11554,1709,36059408100,252.37,3,2,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3359892,2,1,34021,16,2,1,1,1,4,1,1,,7,3,3,2,3,3,0,2,1.68,1,147.05263,PRINCETON JUNCTION,,West Windsor township,NJ,08550,3584,34021004304,182.9,12,6,5,4,4,3,2,2,0,0,0,0,2,1.68,0,0,0,0,1.68
3359897,2,2,34023,16,2,1,1,1,2,1,1,,5,5,2,0,2,2,0,5,3.76,1,251,NORTH BRUNSWICK,,North Brunswick township,NJ,08902,3217,34023006104,50,9,5,4,2,3,2,2,5,0,0,0,4,1,3.76,0,0,0,3.01,0.75
3359933,2,2,34017,16,2,1,1,1,2,1,1,,99,1,0,0,0,0,0,5,7.68,1,159.2,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,07304,2796,34017004600,50,8,5,4,2,9,0,6,0,3,2,0,0,5,0,3.98,3.7,0,0,7.68
3359951,1,3,36103,16,2,1,1,1,1,1,1,,5,2,2,0,1,1,0,6,5.24,1,538.66667,HAMPTON BAYS,HAMPTON BAYS CDP,Southampton town,NY,11946,2086,36103190604,550.8,3,2,1,1,3,2,4,4,0,2,0,4,2,3.74,0,1.5,0,3.01,2.24
3360046,1,1,34031,16,1,1,1,1,2,1,1,,7,2,2,0,2,2,0,16,16,1,278.85714,WAYNE,,Wayne township,NJ,07470,2744,34031246201,953.64,7,5,4,2,4,2,2,16,0,0,0,2,14,16,0,0,0,2,14
3360053,2,2,34019,15,2,1,1,1,3,1,1,,5,2,1,2,1,2,1,13,12.51,1,384.28571,CALIFON,,Lebanon township,NJ,07830,3333,34019010200,70.81,11,5,4,3,3,1,3,5,2,6,0,2,11,5.82,1.83,4.86,0,2.45,10.05
3360122,2,2,36103,16,2,1,1,1,1,1,1,,1,1,0,0,0,0,0,0,0,1,260.83333,DEER PARK,DEER PARK CDP,Babylon town,NY,11729,1902,36103122602,269.76,3,2,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
3360181,2,3,36103,16,2,1,1,1,2,1,1,,5,4,2,0,2,2,0,16,12.03,1,172.21429,KINGS PARK,KINGS PARK CDP,Smithtown town,NY,11754,1926,36103134702,63.99,3,2,1,2,3,2,2,5,0,0,0,16,0,3.76,0,0,0,12.03,0
3360184,2,1,34017,16,2,1,1,2,3,1,1,,5,2,2,1,2,2,0,6,4.99,1,319.66667,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,07302,2784,34017003500,465.76,8,5,4,3,3,2,2,2,2,2,0,4,2,1.5,1.66,1.82,0,3.16,1.82
3360187,2,1,34031,16,2,1,1,1,5,1,1,,6,2,2,3,2,2,3,22,30.66,1,222.75,WAYNE,,Wayne township,NJ,07470,2744,34031246202,220.77,7,5,4,4,4,2,1,20,1,1,0,2,20,28.21,1.6,0.85,0,1.5,29.15
3360219,2,2,36059,17,1,1,1,1,4,1,1,,3,5,1,1,2,3,0,9,9,1,187.85714,ROSLYN HEIGHTS,ROSLYN HEIGHTS CDP,North Hempstead town,NY,11577,1641,36059302200,413.06,3,2,1,4,2,1,2,0,8,1,0,4,5,0,8,1,0,4,5
3360230,2,2,36103,16,1,1,1,1,4,1,1,,5,4,3,2,2,3,0,14,14,1,1520,BROOKHAVEN,BROOKHAVEN CDP,Brookhaven town,NY,11719,2058,36103159103,2571.33,3,2,1,4,3,3,2,12,2,0,0,4,10,12,2,0,0,4,10
3360306,2,1,34019,15,2,1,1,1,6,1,1,,4,2,1,3,1,2,4,2,2.12,1,211.4,CLINTON,CLINTON TOWN,Clinton town,NJ,08809,3319,34019010801,910.66,11,5,4,4,2,1,3,2,0,0,0,0,2,2.12,0,0,0,0,2.12
3360312,2,1,34017,16,2,1,1,2,1,1,1,,5,3,1,0,1,1,0,7,6.7,1,167.25,KEARNY,KEARNY TOWN,Kearny town,NJ,07032,2832,34017012500,50,8,5,4,1,3,1,4,7,0,0,0,0,7,6.7,0,0,0,0,6.7
3360357,2,2,36081,4,1,1,1,2,2,1,1,,3,5,0,0,0,0,0,8,8,1,374.14286,QUEENS,NEW YORK CITY,Queens borough,NY,11375,469,36081073900,159.45,2,1,1,2,2,0,6,0,4,4,0,0,8,0,4,4,0,0,8
3360380,2,1,34019,15,2,1,1,1,2,1,1,,6,2,1,1,1,1,1,4,3.33,1,220.4,LAMBERTVILLE,,West Amwell township,NJ,08530,3340,34019011800,63.57,11,5,4,2,4,1,3,2,2,0,0,2,2,1.5,1.83,0,0,1.5,1.83
3360409,2,2,34017,16,2,1,1,2,4,1,1,,8,5,1,2,1,2,2,11,19.16,1,315.92857,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,07310,2765,34017007700,347.77,8,5,4,4,4,1,3,0,2,9,0,2,9,0,1.66,17.5,0,1.66,17.5
3360427,2,2,34019,15,2,1,1,1,1,1,1,,3,2,1,0,1,1,0,0,0,1,384.28571,CALIFON,,Lebanon township,NJ,07830,3333,34019010200,76.59,11,5,4,1,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3360444,2,1,34019,15,2,1,1,2,2,1,1,,4,2,1,1,1,1,1,4,4.55,1,453.75,FLEMINGTON,FLEMINGTON BOROUGH,Flemington borough,NJ,08822,3323,34019011400,958.79,11,5,4,2,2,1,3,4,0,0,0,0,4,4.55,0,0,0,0,4.55
3360504,2,1,34031,16,2,1,1,1,2,1,1,,3,2,4,0,1,2,0,4,3.12,1,178.83333,WAYNE,,Wayne township,NJ,07470,2744,34031246002,80.02,7,5,4,2,2,3,4,4,0,0,0,2,2,3.12,0,0,0,1.5,1.61
3360534,2,3,36059,17,2,1,1,1,5,1,1,,6,4,2,3,1,2,3,3,2.64,1,128.5,MERRICK,NORTH MERRICK CDP,Hempstead town,NY,11566,1778,36059414700,271.35,3,2,1,4,4,2,3,3,0,0,0,2,1,2.64,0,0,0,1.5,1.13
3360552,2,2,34023,16,2,1,1,1,3,1,1,,6,2,3,1,2,3,0,6,4.9,1,251,NORTH BRUNSWICK TOWNSHIP,,North Brunswick township,NJ,08902,3217,34023006104,438.52,9,5,4,3,4,3,2,4,2,0,0,4,2,3.24,1.66,0,0,3.16,1.74
3360600,2,2,34017,16,2,1,1,1,2,1,1,,1,4,0,1,2,2,0,6,6.2,1,224.14286,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,07302,2784,34017003500,598.89,8,5,4,2,1,0,2,0,4,2,0,2,4,0,3.5,2.7,0,1.66,4.54
3360614,2,3,36059,17,2,1,1,1,5,1,1,,7,1,3,1,4,4,0,4,3.33,1,196.55556,BALDWIN,BALDWIN CDP,Hempstead town,NY,11510,1756,36059412900,653.53,3,2,1,4,4,3,2,2,0,2,0,2,2,1.5,0,1.82,0,1.5,1.82
3360649,2,3,36085,16,2,1,1,1,3,1,1,,6,2,4,1,1,3,0,13,14.86,1,334.16667,STATEN ISLAND,NEW YORK CITY,Staten Island borough,NY,10307,1619,36085024401,244.96,2,1,1,3,4,3,4,8,2,3,0,4,9,7.61,2.9,4.35,0,5.8,9.06
3360668,2,2,34017,16,2,1,1,1,2,1,1,,1,3,1,1,0,1,0,2,1.84,1,254.28571,JERSEY CITY,JERSEY CITY CITY,Jersey City city,NJ,07305,2807,34017005801,50,8,5,4,2,1,1,6,0,2,0,0,0,2,0,1.84,0,0,0,1.84
3360711,2,1,36059,17,2,1,1,1,4,1,1,,8,1,3,2,3,3,1,26,33.16,1,326,MASSAPEQUA PARK,MASSAPEQUA PARK VILLAGE,Oyster Bay town,NY,11762,1857,36059521700,625.26,3,2,1,4,4,3,1,21,2,3,0,6,20,28.97,1.66,2.54,0,5.62,27.54
3360735,2,2,36103,16,2,1,1,1,2,1,1,,4,1,2,0,2,2,0,8,6.9,1,180.125,BLUE POINT,BAYPORT CDP,Islip town,NY,11715,2003,36103147902,2178.03,3,2,1,2,2,2,2,8,0,0,0,0,8,6.9,0,0,0,0,6.9
3360749,2,2,36081,16,2,1,1,1,3,1,1,,4,2,1,1,1,2,1,9,11.32,1,322,ASTORIA,NEW YORK CITY,Queens borough,NY,11102,325,36081009500,445.23,2,1,1,3,2,1,3,3,6,0,0,2,7,3.01,8.31,0,0,1.66,9.67
3360799,2,3,36103,16,2,1,1,1,1,1,1,,6,2,1,0,1,1,0,3,4.29,1,156.45455,HAMPTON BAYS,HAMPTON BAYS CDP,Southampton town,NY,11946,2086,36103190603,50.31,3,2,1,1,4,1,4,3,0,0,0,2,1,4.29,0,0,0,2.86,1.43
3360813,2,2,34023,16,1,1,1,1,3,1,1,,6,5,3,1,1,2,1,33,33,1,625,PISCATAWAY TOWNSHIP,SOCIETY HILL CDP,Piscataway township,NJ,08854,3220,34023000608,735.06,9,5,4,3,4,3,3,32,1,0,0,0,33,32,1,0,0,0,33
3360906,2,1,36103,16,2,1,1,1,3,1,1,,3,2,1,0,1,2,0,0,0,1,310.25,LINDENHURST,NORTH LINDENHURST CDP,Babylon town,NY,11757,1915,36103123402,51.79,3,2,1,3,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3360918,2,1,34017,16,2,1,1,1,2,1,1,,2,1,1,0,0,2,0,4,8.88,1,265.75,BAYONNE,BAYONNE CITY,Bayonne city,NJ,07002,2818,34017010500,139.23,8,5,4,2,1,1,6,3,0,1,0,0,4,6.66,0,2.22,0,0,8.88
3360946,2,1,36103,3,2,1,1,1,2,2,1,,6,1,2,0,2,2,0,7,7.89,1,516.33333,SMITHTOWN,SMITHTOWN CDP,Smithtown town,NY,11787,1929,36103134902,55.47,3,2,1,2,4,2,2,7,0,0,0,4,3,7.89,0,0,0,4.36,3.53
3360960,2,2,34021,16,2,1,1,1,3,1,1,,6,5,3,1,2,2,0,12,12.31,1,132.45455,PRINCETON,,Princeton township,NJ,08540,3581,34021004203,80.66,12,6,5,3,4,3,2,12,0,0,0,0,12,12.31,0,0,0,0,12.31
