ID,SAMPN,PERNO,MODE,GENDER,AGE,INCOME,CAR,LIC,TRIPDIST_R1,TRPDUR_R,OTAZ,DTAZ,TOD_R
26848,3348816,1,1,1,4,4,1,1,2,1,1834,1837,1
26849,3348816,1,1,1,4,4,1,1,2,1,1837,1716,2
26850,3348816,1,1,1,4,4,1,1,2,1,1716,1837,2
26851,3348816,1,1,1,4,4,1,1,3,2,1837,1851,3
26852,3348816,1,1,1,4,4,1,1,3,2,1851,1839,3
26853,3348816,1,1,1,4,4,1,1,1,1,1839,1837,3
26854,3348816,2,1,2,4,4,1,1,1,1,1839,1837,3
26855,3348816,3,1,1,6,4,1,1,2,1,1837,1716,2
26856,3348816,3,1,1,6,4,1,1,2,1,1716,1837,2
26857,3348824,1,1,2,5,4,1,1,1,1,1731,1735,1
26858,3348824,1,1,2,5,4,1,1,2,2,1735,1742,1
26859,3348824,1,1,2,5,4,1,1,1,1,1742,1742,1
26860,3348824,1,1,2,5,4,1,1,1,1,1731,1731,3
26861,3348824,1,1,2,5,4,1,1,1,1,1731,1735,3
26862,3348824,1,1,2,5,4,1,1,1,1,1735,1731,3
26863,3348850,4,5,2,4,9,2,2,1,3,817,807,1
26864,3348850,4,5,2,4,9,2,2,1,1,807,817,1
26865,3348850,4,5,2,4,9,2,2,1,2,817,807,2
26866,3348850,4,5,2,4,9,2,2,1,2,807,817,2
26867,3348938,1,1,2,5,4,1,1,6,4,1663,3077,1
26868,3348938,1,1,2,5,4,1,1,6,4,3077,1663,4
26869,3348938,2,1,1,6,4,1,1,6,4,1663,3077,1
26870,3348938,2,1,1,6,4,1,1,6,4,3077,1663,4
26871,3348955,1,1,2,4,4,1,1,3,2,1834,1821,3
26872,3348955,2,1,1,4,4,1,1,3,2,1821,1834,1
26873,3348970,1,1,2,5,2,1,1,3,2,1663,1711,1
26874,3348970,1,1,2,5,2,1,1,2,2,1711,1699,1
26875,3348970,1,1,2,5,2,1,1,3,3,1699,1663,2
26876,3349097,1,1,2,4,3,1,1,2,2,306,198,4
26877,3349097,1,1,2,4,3,1,1,4,3,198,843,4
26878,3349097,1,5,2,4,3,1,1,1,1,843,843,4
26879,3349097,1,5,2,4,3,1,1,1,1,843,843,4
26880,3349098,1,1,2,5,3,1,1,3,1,1834,1848,1
26881,3349098,1,1,2,5,3,1,1,4,2,1848,1822,2
26882,3349098,1,1,2,5,3,1,1,2,2,1822,1834,2
26883,3349098,1,2,2,5,3,1,1,6,5,1834,16,2
26884,3349098,1,2,2,5,3,1,1,6,5,16,1834,4
26885,3349286,2,1,1,4,2,1,1,4,2,407,695,2
26886,3349286,2,1,1,4,2,1,1,2,2,695,551,2
26887,3349286,2,1,1,4,2,1,1,1,1,551,678,2
26888,3349286,2,1,1,4,2,1,1,2,2,678,696,2
26889,3349286,2,1,1,4,2,1,1,1,4,696,695,2
26890,3349406,1,4,1,4,1,2,2,3,3,3263,3265,2
26891,3349406,1,4,1,4,1,2,2,3,3,3265,3263,2
26892,3349419,1,1,2,6,2,1,1,2,3,628,537,1
26893,3349419,1,1,2,6,2,1,1,1,1,537,563,2
26894,3349419,1,1,2,6,2,1,1,1,2,563,559,2
26895,3349419,1,1,2,6,2,1,1,2,1,559,628,2
26896,3349419,1,2,2,6,2,1,1,5,5,628,107,3
26897,3349419,1,5,2,6,2,1,1,1,1,107,107,3
26898,3349419,1,2,2,6,2,1,1,5,4,107,628,4
26899,3349484,1,5,1,4,1,1,2,1,2,735,736,2
26900,3349484,1,5,1,4,1,1,2,1,2,736,735,2
26901,3349560,1,1,2,2,1,1,1,1,1,738,1741,2
26902,3349560,1,1,2,2,1,1,1,1,1,1741,738,2
26903,3349560,1,1,2,2,1,1,1,1,1,738,738,3
26904,3349560,1,1,2,2,1,1,1,1,1,738,738,3
26905,3349560,1,1,2,2,1,1,1,1,1,738,738,3
26906,3349560,3,1,2,1,1,1,NA,1,1,738,1741,2
26907,3349560,3,1,2,1,1,1,NA,1,1,1741,738,2
26908,3349560,3,1,2,1,1,1,NA,1,1,738,738,3
26909,3349560,3,1,2,1,1,1,NA,1,1,738,738,3
26910,3349560,3,1,2,1,1,1,NA,1,1,738,738,3
26911,3349563,1,1,2,4,4,1,1,3,2,628,520,1
26912,3349563,1,1,2,4,4,1,1,3,1,520,628,1
26913,3349563,1,1,2,4,4,1,1,2,2,628,551,1
26914,3349563,1,1,2,4,4,1,1,1,1,628,628,3
26915,3349563,1,1,2,4,4,1,1,1,1,628,630,3
26916,3349563,1,1,2,4,4,1,1,3,2,630,524,3
26917,3349563,1,1,2,4,4,1,1,3,2,524,630,4
26918,3349563,1,1,2,4,4,1,1,1,1,630,628,4
26919,3349563,3,3,1,1,4,1,NA,3,3,520,630,2
26920,3349563,3,1,1,1,4,1,NA,3,2,630,524,3
26921,3349563,3,1,1,1,4,1,NA,3,2,524,630,4
26922,3349636,1,1,2,5,4,1,1,2,5,677,563,2
26923,3349636,1,1,2,5,4,1,1,2,2,563,677,3
26924,3349636,3,4,2,6,4,1,2,4,3,677,391,2
26925,3349636,3,4,2,6,4,1,2,4,4,391,677,2
26926,3349662,1,1,2,3,3,1,1,2,2,3242,3269,2
26927,3349662,1,1,2,3,3,1,1,2,2,3269,3242,2
26928,3349662,1,1,2,3,3,1,1,4,3,3242,3260,3
26929,3349662,1,1,2,3,3,1,1,4,3,3260,3242,3
26930,3349662,3,1,2,1,3,1,NA,2,2,3242,3269,2
26931,3349662,3,1,2,1,3,1,NA,2,2,3269,3242,2
26932,3349662,3,1,2,1,3,1,NA,4,3,3242,3260,3
26933,3349662,4,1,1,1,3,1,NA,2,2,3242,3269,2
26934,3349662,4,1,1,1,3,1,NA,2,2,3269,3242,2
26935,3349662,4,1,1,1,3,1,NA,4,3,3242,3260,3
26936,3349662,4,1,1,1,3,1,NA,4,3,3260,3242,3
26937,3349748,1,1,1,4,3,1,1,3,3,563,1647,1
26938,3349748,1,1,1,4,3,1,1,3,3,1647,563,2
26939,3349771,1,5,2,5,1,2,1,1,2,461,457,1
26940,3349771,1,5,2,5,1,2,1,1,2,457,461,1
26941,3349771,1,1,2,5,1,2,1,1,2,461,425,1
26942,3349771,1,1,2,5,1,2,1,1,2,425,461,2
26943,3349827,1,5,1,4,4,2,1,1,1,570,569,3
26944,3349828,1,1,1,5,3,1,1,1,1,3276,3276,1
26945,3349828,1,1,1,5,3,1,1,2,2,3276,3280,1
26946,3349828,2,1,2,5,3,1,1,1,1,3276,3275,1
26947,3349828,2,1,2,5,3,1,1,2,2,3275,3280,1
26948,3349828,2,1,2,5,3,1,1,2,2,3280,3276,2
26949,3349828,2,1,2,5,3,1,1,2,1,3276,3275,2
26950,3349828,2,1,2,5,3,1,1,2,1,3275,3276,2
26951,3349876,1,1,1,4,4,1,1,5,3,1886,687,3
26952,3349911,1,5,1,5,2,1,1,1,1,551,551,1
26953,3349911,1,5,1,5,2,1,1,1,1,551,551,1
26954,3349911,1,5,1,5,2,1,1,1,1,551,645,2
26955,3349911,1,5,1,5,2,1,1,1,1,645,551,2
26956,3349911,1,5,1,5,2,1,1,1,1,551,645,4
26957,3349911,1,5,1,5,2,1,1,1,1,645,551,4
26958,3349939,1,1,2,3,3,1,1,1,1,690,690,1
26959,3349939,1,1,2,3,3,1,1,4,2,1736,685,3
26960,3349939,1,1,2,3,3,1,1,2,3,685,690,3
26961,3349939,1,1,2,3,3,1,1,1,1,690,690,4
26962,3350000,1,1,2,5,3,1,1,1,1,562,562,2
26963,3350000,1,1,2,5,3,1,1,1,1,562,563,2
26964,3350000,1,1,2,5,3,1,1,3,2,685,562,3
26965,3350000,1,1,2,5,3,1,1,3,2,562,685,3
26966,3350000,1,1,2,5,3,1,1,1,1,685,1647,3
26967,3350000,1,1,2,5,3,1,1,1,1,1647,685,3
26968,3350000,1,1,2,5,3,1,1,1,1,685,685,3
26969,3350000,1,1,2,5,3,1,1,3,2,685,562,3
26970,3350000,2,1,1,5,3,1,1,1,1,562,563,4
26971,3350000,2,1,1,5,3,1,1,1,2,563,562,4
26972,3350000,3,2,2,1,3,1,2,5,5,1081,562,2
26973,3350000,3,1,2,1,3,1,2,3,2,562,685,3
26974,3350000,3,1,2,1,3,1,2,1,1,685,685,3
26975,3350000,3,1,2,1,3,1,2,3,2,685,562,3
26976,3350000,3,1,2,1,3,1,2,1,1,562,563,4
26977,3350000,3,1,2,1,3,1,2,1,2,563,562,4
26978,3350017,1,1,2,4,4,1,1,1,1,3195,3199,3
26979,3350030,1,2,2,4,1,1,1,5,4,682,146,2
26980,3350030,1,5,2,4,1,1,1,1,1,146,147,2
26981,3350030,1,5,2,4,1,1,1,1,1,147,147,2
26982,3350030,1,5,2,4,1,1,1,1,2,147,146,3
26983,3350030,1,5,2,4,1,1,1,1,2,146,87,3
26984,3350030,1,5,2,4,1,1,1,1,2,87,146,3
26985,3350030,1,2,2,4,1,1,1,5,4,146,682,3
26986,3350080,1,1,2,4,2,1,1,3,2,752,491,1
26987,3350080,1,1,2,4,2,1,1,1,4,491,491,1
26988,3350080,1,1,2,4,2,1,1,1,1,491,491,2
26989,3350080,1,1,2,4,2,1,1,3,2,491,752,2
26990,3350080,2,1,1,5,2,1,1,1,1,752,752,1
26991,3350080,3,5,2,1,2,1,2,1,2,752,539,3
26992,3350080,3,5,2,1,2,1,2,1,2,539,752,4
26993,3350086,1,1,1,5,1,1,1,1,1,620,563,3
26994,3350086,1,1,1,5,1,1,1,1,2,563,618,3
26995,3350086,1,1,1,5,1,1,1,1,1,618,613,3
26996,3350086,1,1,1,5,1,1,1,1,1,613,620,3
26997,3350086,1,5,1,5,1,1,1,1,1,620,614,3
26998,3350086,1,5,1,5,1,1,1,1,1,614,620,4
26999,3350216,1,2,2,4,1,2,2,5,5,672,126,2
27000,3350216,1,5,2,4,1,2,2,1,3,126,68,2
27001,3350216,1,5,2,4,1,2,2,1,1,68,89,2
27002,3350216,1,5,2,4,1,2,2,1,1,89,92,2
27003,3350216,1,2,2,4,1,2,2,5,5,92,672,2
27004,3350223,2,1,2,6,3,2,2,2,2,665,658,2
27005,3350223,2,1,2,6,3,2,2,2,2,658,665,2
27006,3350223,2,1,2,6,3,2,2,1,2,665,668,2
27007,3350223,2,1,2,6,3,2,2,1,2,668,665,2
27008,3350223,2,5,2,6,3,2,2,1,2,665,665,3
27009,3350223,2,5,2,6,3,2,2,1,3,665,665,3
27010,3350223,2,1,2,6,3,2,2,2,2,665,658,4
27011,3350223,2,1,2,6,3,2,2,2,2,658,665,4
27012,3350238,1,1,2,5,1,1,1,2,3,606,638,1
27013,3350238,1,1,2,5,1,1,1,2,2,638,627,2
27014,3350238,1,1,2,5,1,1,1,1,1,627,624,2
27015,3350238,1,1,2,5,1,1,1,2,2,624,606,2
27016,3350238,1,1,2,5,1,1,1,4,4,606,835,2
27017,3350238,1,1,2,5,1,1,1,2,3,835,892,2
27018,3350238,1,1,2,5,1,1,1,2,3,892,835,2
27019,3350238,1,1,2,5,1,1,1,4,3,835,606,2
27020,3350238,2,1,2,6,1,1,2,2,3,606,638,1
27021,3350238,2,1,2,6,1,1,2,2,2,638,627,2
27022,3350238,2,1,2,6,1,1,2,1,1,627,624,2
27023,3350238,2,1,2,6,1,1,2,2,2,624,606,2
27024,3350337,1,1,1,5,4,1,1,1,2,3267,3242,3
27025,3350375,1,1,2,4,2,1,1,2,2,631,704,4
27026,3350375,3,3,2,1,2,1,2,3,4,704,630,3
27027,3350375,3,1,2,1,2,1,2,4,3,630,391,3
27028,3350375,3,1,2,1,2,1,2,4,3,391,631,4
27029,3350375,3,1,2,1,2,1,2,2,2,631,704,4
27030,3350394,2,1,2,1,4,1,1,1,1,3257,3280,2
27031,3350394,2,1,2,1,4,1,1,2,1,3280,3275,2
27032,3350394,3,1,1,4,4,1,1,1,1,3275,3276,1
27033,3350394,3,5,1,4,4,1,1,1,4,3276,3275,1
27034,3350394,3,5,1,4,4,1,1,1,1,3275,3275,2
27035,3350425,5,5,1,2,4,1,1,1,2,651,650,2
27036,3350425,5,1,1,2,4,1,1,4,3,650,407,2
27037,3350425,5,1,1,2,4,1,1,4,3,407,650,2
27038,3350425,5,5,1,2,4,1,1,1,2,650,651,3
27039,3350438,1,1,1,6,2,1,1,6,3,3275,3256,1
27040,3350438,1,1,1,6,2,1,1,6,3,3256,3275,2
27041,3350438,1,1,1,6,2,1,1,1,1,3275,3275,2
27042,3350438,1,1,1,6,2,1,1,1,1,3275,3275,2
27043,3350438,1,1,1,6,2,1,1,1,1,3275,3275,2
27044,3350438,1,1,1,6,2,1,1,1,1,3275,3275,3
27045,3350438,1,1,1,6,2,1,1,1,1,3275,3275,3
27046,3350438,1,1,1,6,2,1,1,1,1,3275,3275,4
27047,3350455,1,1,1,5,2,1,1,2,3,517,561,2
27048,3350455,1,1,1,5,2,1,1,4,3,561,490,2
27049,3350455,1,1,1,5,2,1,1,3,3,490,517,2
27050,3350455,3,1,2,1,2,1,2,2,3,517,561,2
27051,3350455,3,1,2,1,2,1,2,4,3,561,490,2
27052,3350455,3,1,2,1,2,1,2,3,3,490,517,2
27053,3350490,1,1,2,4,4,1,1,2,2,461,448,1
27054,3350490,2,1,1,4,4,1,1,1,1,461,456,2
27055,3350490,2,1,1,4,4,1,1,1,2,456,461,2
27056,3350490,3,1,2,1,4,1,NA,2,2,461,448,1
27057,3350490,3,1,2,1,4,1,NA,1,2,448,456,1
27058,3350490,4,1,1,1,4,1,NA,2,2,461,448,1
27059,3350490,4,1,1,1,4,1,NA,1,2,448,456,1
27060,3350490,4,1,1,1,4,1,NA,1,2,456,448,1
27061,3350490,4,1,1,1,4,1,NA,2,4,448,461,2
27062,3350490,5,1,1,1,4,1,NA,2,2,461,448,1
27063,3350490,5,1,1,1,4,1,NA,1,2,448,456,1
27064,3350490,5,1,1,1,4,1,NA,1,2,456,448,1
27065,3350490,5,1,1,1,4,1,NA,2,4,448,461,2
27066,3350520,1,1,2,4,1,1,1,2,1,3276,3280,2
27067,3350520,1,1,2,4,1,1,1,2,2,3280,3276,2
27068,3350520,1,1,2,4,1,1,1,2,1,3276,3280,2
27069,3350520,1,1,2,4,1,1,1,2,2,3280,3276,3
27070,3350520,1,1,2,4,1,1,1,1,1,3276,3275,3
27071,3350520,1,1,2,4,1,1,1,1,1,3275,3276,4
27072,3350605,1,5,1,6,3,1,1,1,2,452,467,2
27073,3350605,1,5,1,6,3,1,1,1,2,467,454,2
27074,3350605,1,5,1,6,3,1,1,1,1,454,452,2
27075,3350605,1,5,1,6,3,1,1,1,1,452,452,2
27076,3350631,1,5,2,4,3,1,1,1,3,529,529,1
27077,3350631,2,1,1,5,3,1,1,2,2,522,529,2
27078,3350631,4,5,1,6,3,1,2,1,2,529,529,1
27079,3350631,4,5,1,6,3,1,2,1,1,529,529,2
27080,3350675,2,1,2,5,2,1,1,2,1,733,1735,2
27081,3350675,2,1,2,5,2,1,1,1,1,1735,1735,2
27082,3350675,2,1,2,5,2,1,1,2,1,1735,726,2
27083,3350675,2,1,2,5,2,1,1,1,1,726,733,2
27084,3350819,2,1,1,3,4,1,1,1,1,461,457,1
27085,3350819,2,1,1,3,4,1,1,1,1,457,461,1
27086,3350883,2,1,1,5,4,1,1,6,5,3263,3216,1
27087,3350883,2,1,1,5,4,1,1,6,5,3216,3263,3
27088,3350893,1,5,2,4,2,1,2,1,2,686,686,1
27089,3350893,1,5,2,4,2,1,2,1,2,686,686,1
27090,3350893,1,5,2,4,2,1,2,1,2,686,686,2
27091,3350893,1,5,2,4,2,1,2,1,2,686,686,2
27092,3350932,2,5,2,5,2,1,1,1,2,3257,3257,2
27093,3350932,2,5,2,5,2,1,1,1,1,3257,3257,2
27094,3350932,2,5,2,5,2,1,1,1,2,3257,3257,2
27095,3350966,1,1,2,5,1,1,1,1,1,3265,3265,1
27096,3350966,1,1,2,5,1,1,1,2,1,3265,3265,1
27097,3350966,1,1,2,5,1,1,1,2,1,3265,3265,1
27098,3350966,1,1,2,5,1,1,1,1,1,3265,3265,1
27099,3350966,1,1,2,5,1,1,1,1,1,3265,3265,1
27100,3350966,1,1,2,5,1,1,1,2,1,3265,3265,2
27101,3350966,1,1,2,5,1,1,1,1,1,3265,3265,2
27102,3350966,1,1,2,5,1,1,1,2,2,3265,3265,3
27103,3351056,1,1,1,4,4,1,1,2,1,629,564,3
27104,3351056,1,1,1,4,4,1,1,2,1,564,629,3
27105,3351056,2,1,2,4,4,1,1,1,1,629,630,3
27106,3351056,2,1,2,4,4,1,1,1,1,630,629,3
27107,3351056,4,1,1,1,4,1,NA,2,1,629,564,3
27108,3351056,4,1,1,1,4,1,NA,2,1,564,629,3
27109,3351100,1,1,1,5,2,1,1,1,2,492,492,2
27110,3351100,1,1,1,5,2,1,1,1,2,492,527,2
27111,3351100,1,1,1,5,2,1,1,2,1,527,490,2
27112,3351100,1,1,1,5,2,1,1,2,3,490,492,2
27113,3351100,2,1,2,5,2,1,1,1,2,492,492,2
27114,3351100,2,1,2,5,2,1,1,1,2,492,527,2
27115,3351100,2,1,2,5,2,1,1,2,1,527,490,2
27116,3351100,2,1,2,5,2,1,1,2,3,490,492,2
27117,3351144,1,1,2,5,2,1,1,1,1,3276,3276,2
27118,3351144,1,1,2,5,2,1,1,1,1,3276,3276,2
27119,3351144,1,1,2,5,2,1,1,2,2,3276,3235,2
27120,3351144,1,1,2,5,2,1,1,1,2,3235,3235,2
27121,3351144,1,1,2,5,2,1,1,2,1,3235,3275,2
27122,3351144,1,1,2,5,2,1,1,2,2,3275,3280,2
27123,3351144,1,1,2,5,2,1,1,2,1,3280,3280,3
27124,3351144,1,1,2,5,2,1,1,1,1,3280,3276,3
27125,3351144,1,1,2,5,2,1,1,1,1,3276,3275,3
27126,3351144,1,1,2,5,2,1,1,2,2,3275,3280,3
27127,3351144,1,1,2,5,2,1,1,2,3,3280,3276,4
27128,3351225,1,1,1,5,1,1,1,1,3,536,536,2
27129,3351225,1,1,1,5,1,1,1,1,2,536,536,2
27130,3351252,1,1,2,5,3,1,1,2,1,630,537,2
27131,3351252,1,1,2,5,3,1,1,2,2,537,563,2
27132,3351252,1,1,2,5,3,1,1,2,2,563,630,2
27133,3351252,1,5,2,5,3,1,1,1,1,630,630,3
27134,3351252,1,5,2,5,3,1,1,1,1,630,630,4
27135,3351252,2,1,1,5,3,1,1,2,3,1670,630,3
27136,3351309,1,1,2,5,4,1,1,2,1,3255,3281,3
27137,3351438,1,2,1,4,1,2,2,5,5,672,233,2
27138,3351438,1,5,1,4,1,2,2,1,1,233,235,2
27139,3351438,1,2,1,4,1,2,2,4,4,235,837,2
27140,3351438,1,5,1,4,1,2,2,1,1,837,837,3
27141,3351438,1,2,1,4,1,2,2,5,5,837,672,3
27142,3351438,2,2,1,2,1,2,2,5,5,672,233,2
27143,3351438,2,5,1,2,1,2,2,1,1,233,235,2
27144,3351438,2,2,1,2,1,2,2,4,4,235,837,2
27145,3351438,2,5,1,2,1,2,2,1,1,837,837,3
27146,3351438,2,2,1,2,1,2,2,5,5,837,672,3
27147,3351599,1,1,1,5,2,1,1,5,4,672,761,1
27148,3351613,1,1,2,5,3,1,1,1,1,593,592,1
27149,3351613,1,1,2,5,3,1,1,1,1,592,593,1
27150,3351613,1,1,2,5,3,1,1,4,3,740,593,3
27151,3351613,2,1,2,3,3,1,1,4,3,687,541,3
27152,3351628,1,1,2,5,2,1,1,6,4,2332,2428,3
27153,3351685,1,1,1,5,4,1,1,4,3,2526,2556,2
27154,3351685,1,1,1,5,4,1,1,4,3,2556,2526,2
27155,3351685,1,1,1,5,4,1,1,2,2,2526,2526,2
27156,3351686,1,3,2,4,1,2,2,2,4,2905,3049,3
27157,3351686,1,3,2,4,1,2,2,2,4,3049,2905,4
27158,3351686,2,3,2,1,1,2,2,2,4,2905,3049,3
27159,3351686,2,3,2,1,1,2,2,2,4,3049,2905,4
27160,3351686,3,3,2,1,1,2,NA,2,4,2905,3049,3
27161,3351686,3,3,2,1,1,2,NA,2,4,3049,2905,4
27162,3351686,4,3,1,1,1,2,NA,2,4,2905,3049,3
27163,3351686,4,3,1,1,1,2,NA,2,4,3049,2905,4
27164,3351696,2,1,1,6,4,1,1,3,2,2488,2497,2
27165,3351696,2,1,1,6,4,1,1,3,1,2497,2488,2
27166,3351696,2,1,1,6,4,1,1,1,1,2488,2488,2
27167,3351715,1,1,2,3,4,1,1,3,2,2442,2437,1
27168,3351715,1,1,2,3,4,1,1,3,2,2437,2442,1
27169,3351715,1,1,2,3,4,1,1,3,2,2442,2437,2
27170,3351715,1,1,2,3,4,1,1,3,2,2437,2442,2
27171,3351715,3,1,1,1,4,1,NA,3,2,2442,2437,1
27172,3351715,3,1,1,1,4,1,NA,3,2,2437,2442,2
27173,3351715,4,1,2,1,4,1,NA,3,2,2442,2437,2
27174,3351715,4,1,2,1,4,1,NA,3,2,2437,2442,2
27175,3351769,1,1,1,5,2,1,1,2,2,3143,3135,4
27176,3351769,1,1,1,5,2,1,1,2,1,3135,3135,4
27177,3351770,1,1,1,4,3,1,1,3,2,2433,2439,2
27178,3351770,1,1,1,4,3,1,1,1,2,2439,2438,2
27179,3351770,1,1,1,4,3,1,1,3,2,2438,2433,2
27180,3351770,2,1,1,1,3,1,1,1,2,2439,2438,2
27181,3351770,2,1,1,1,3,1,1,3,2,2438,2433,2
27182,3351770,2,1,1,1,3,1,1,3,3,2433,2438,3
27183,3351770,2,1,1,1,3,1,1,3,3,2438,2440,3
27184,3351770,2,1,1,1,3,1,1,3,2,2440,2438,3
27185,3351770,2,1,1,1,3,1,1,2,1,2438,2439,3
27186,3351770,2,1,1,1,3,1,1,3,2,2439,2433,3
27187,3351852,2,1,1,5,4,1,1,2,1,2603,2604,3
27188,3351852,2,1,1,5,4,1,1,1,1,2604,2604,3
27189,3351852,3,1,1,2,4,1,1,2,1,2604,2605,2
27190,3351852,3,1,1,2,4,1,1,2,2,2605,2604,2
27191,3351852,3,1,1,2,4,1,1,3,3,2604,2611,2
27192,3351852,3,1,1,2,4,1,1,3,2,2611,2604,4
27193,3351872,1,1,2,6,1,1,1,1,2,3016,2926,2
27194,3351872,1,1,2,6,1,1,1,2,2,2926,2925,2
27195,3351872,1,1,2,6,1,1,1,2,3,2925,3016,2
27196,3351900,1,2,2,6,9,1,1,5,5,260,3013,3
27197,3351903,1,1,2,6,2,1,1,4,3,2223,2237,2
27198,3351903,1,1,2,6,2,1,1,3,2,2237,2238,2
27199,3351903,1,1,2,6,2,1,1,1,1,2238,2238,2
27200,3351903,1,1,2,6,2,1,1,2,2,2238,2243,2
27201,3351903,1,1,2,6,2,1,1,1,2,2243,2223,2
27202,3351926,1,1,1,4,4,1,1,1,1,2517,2517,1
27203,3351926,1,1,1,4,4,1,1,1,1,2517,2517,1
27204,3351926,1,1,1,4,4,1,1,1,1,2517,2517,2
27205,3351926,1,1,1,4,4,1,1,1,2,2517,2517,2
27206,3351926,1,1,1,4,4,1,1,2,2,2517,2502,4
27207,3351926,1,1,1,4,4,1,1,2,2,2502,2517,4
27208,3351943,1,1,2,5,4,1,1,2,2,2166,2161,3
27209,3351963,1,1,1,4,4,1,1,2,2,133,192,3
27210,3351963,1,2,1,4,4,1,1,5,4,192,2203,4
27211,3351963,2,2,2,4,4,1,1,5,4,192,2203,4
27212,3351986,1,1,1,6,2,1,1,4,3,2442,2444,1
27213,3351986,1,1,1,6,2,1,1,2,2,2444,2444,2
27214,3351986,1,1,1,6,2,1,1,5,2,2444,2442,2
27215,3351993,1,1,1,6,2,1,1,3,2,2433,2440,1
27216,3351993,1,1,1,6,2,1,1,1,1,2440,2440,1
27217,3351993,1,1,1,6,2,1,1,1,1,2440,2440,2
27218,3351993,1,1,1,6,2,1,1,2,1,2440,2440,2
27219,3351993,1,1,1,6,2,1,1,1,3,2440,2440,2
27220,3351993,1,1,1,6,2,1,1,2,2,2440,2441,3
27221,3351993,1,1,1,6,2,1,1,3,2,2441,2433,3
27222,3352094,1,1,2,5,2,1,1,2,1,3423,3424,3
27223,3352182,1,1,2,6,1,1,1,2,2,3043,3038,2
27224,3352182,1,1,2,6,1,1,1,2,2,3038,3043,2
27225,3352264,1,1,2,4,4,1,1,1,1,2096,2113,3
27226,3352264,1,1,2,4,4,1,1,1,1,2113,2096,3
27227,3352264,2,1,1,5,4,1,1,1,1,2096,2113,2
27228,3352264,2,1,1,5,4,1,1,2,2,2113,2095,2
27229,3352264,2,5,1,5,4,1,1,1,1,2095,2095,2
27230,3352264,2,5,1,5,4,1,1,1,2,2095,2095,2
27231,3352264,2,1,1,5,4,1,1,2,1,2095,2096,2
27232,3352264,2,1,1,5,4,1,1,1,1,2096,2095,2
27233,3352264,2,1,1,5,4,1,1,1,1,2095,2095,2
27234,3352264,2,1,1,5,4,1,1,2,1,2095,2096,2
27235,3352264,2,1,1,5,4,1,1,1,1,2096,2113,3
27236,3352264,2,1,1,5,4,1,1,1,1,2113,2096,3
27237,3352264,3,1,2,1,4,1,NA,1,1,2095,2095,2
27238,3352264,3,1,2,1,4,1,NA,2,1,2095,2096,2
27239,3352264,3,1,2,1,4,1,NA,1,1,2096,2113,3
27240,3352264,3,1,2,1,4,1,NA,1,1,2113,2096,3
27241,3352288,3,1,2,1,4,1,1,4,3,3097,3110,2
27242,3352288,3,1,2,1,4,1,1,4,3,3110,3097,3
27243,3352288,3,1,2,1,4,1,1,1,1,3097,3096,3
27244,3352288,3,1,2,1,4,1,1,1,1,3096,3097,3
27245,3352288,3,1,2,1,4,1,1,2,1,3097,3096,3
27246,3352288,3,1,2,1,4,1,1,2,1,3096,3097,4
27247,3352288,4,1,2,5,4,1,1,1,1,3097,3097,1
27248,3352288,4,1,2,5,4,1,1,1,1,3097,3097,1
27249,3352288,4,1,2,5,4,1,1,1,1,3097,3097,2
27250,3352288,4,1,2,5,4,1,1,4,3,3097,3110,2
27251,3352288,4,1,2,5,4,1,1,4,3,3110,3097,3
27252,3352288,4,1,2,5,4,1,1,1,1,3097,3096,3
27253,3352288,4,1,2,5,4,1,1,1,1,3096,3097,3
27254,3352288,4,1,2,5,4,1,1,2,1,3097,3096,3
27255,3352288,4,1,2,5,4,1,1,2,1,3096,3097,4
27256,3352288,4,1,2,5,4,1,1,2,1,3097,3096,4
27257,3352288,4,1,2,5,4,1,1,2,1,3096,3097,4
27258,3352395,1,1,2,4,2,1,1,1,2,3395,3394,3
27259,3352395,2,3,2,1,2,1,NA,2,3,3394,3395,2
27260,3352395,2,1,2,1,2,1,NA,1,2,3395,3394,3
27261,3352424,1,1,1,4,3,1,1,2,2,2439,2439,1
27262,3352424,1,1,1,4,3,1,1,2,2,2439,2439,3
27263,3352424,5,1,2,1,3,1,NA,2,2,2439,2439,3
27264,3352424,5,1,2,1,3,1,NA,2,2,2439,2439,3
27265,3352436,3,5,2,1,2,1,NA,1,2,2244,2244,2
27266,3352436,3,1,2,1,2,1,NA,1,1,2244,2244,3
27267,3352477,1,5,1,4,2,1,1,1,4,3422,3422,3
27268,3352578,1,1,1,4,2,1,1,2,2,3415,3459,3
27269,3352578,1,1,1,4,2,1,1,2,2,3459,3462,3
27270,3352578,1,1,1,4,2,1,1,1,1,3462,3462,3
27271,3352578,1,1,1,4,2,1,1,2,2,3462,3459,4
27272,3352646,1,2,1,4,4,1,1,6,5,3138,110,1
27273,3352646,2,1,2,4,4,1,1,2,2,3138,3142,1
27274,3352646,2,1,2,4,4,1,1,2,2,3128,3142,3
27275,3352646,2,1,2,4,4,1,1,2,2,3142,3138,3
27276,3352646,3,1,2,1,4,1,NA,2,2,3138,3142,1
27277,3352646,3,1,2,1,4,1,NA,2,2,3142,3138,3
27278,3352670,1,3,2,5,1,1,1,2,4,2955,2982,1
27279,3352670,1,3,2,5,1,1,1,2,3,2982,2955,2
