ID,SAMPN,PERNO,MODE,GENDER,AGE,INCOME,CAR,LIC,TRIPDIST_R1,TRPDUR_R,OTAZ,DTAZ,TOD_R
9343,3142024,3,1,2,2,2,2,2,5,2,1006,93,2
9344,3142024,3,1,2,2,2,2,2,5,3,93,2176,2
9345,3142024,3,1,2,2,2,2,2,3,3,2176,993,3
9346,3142024,3,1,2,2,2,2,2,1,2,993,1005,3
9347,3142024,3,1,2,2,2,2,2,1,2,1005,993,3
9348,3142024,4,3,2,1,2,2,NA,1,3,1006,1005,2
9349,3142024,4,1,2,1,2,2,NA,1,2,1005,993,3
9350,3142126,1,1,2,5,2,1,1,2,2,3260,3260,1
9351,3142126,1,1,2,5,2,1,1,6,3,2982,3246,3
9352,3142126,1,1,2,5,2,1,1,3,1,3246,3260,3
9353,3142126,3,1,2,6,2,1,1,2,3,3260,3260,2
9354,3142126,3,1,2,6,2,1,1,2,3,3260,3260,2
9355,3142126,3,1,2,6,2,1,1,2,2,3260,3260,2
9356,3142126,3,1,2,6,2,1,1,2,2,3260,3260,2
9357,3142134,1,1,1,5,1,1,1,4,3,2028,1935,2
9358,3142134,1,1,1,5,1,1,1,4,3,1935,2028,2
9359,3142134,1,1,1,5,1,1,1,3,2,2028,2052,3
9360,3142134,1,1,1,5,1,1,1,4,2,2052,2063,3
9361,3142134,1,1,1,5,1,1,1,5,3,2063,2028,4
9362,3142141,1,5,2,4,3,1,1,1,2,2703,2703,1
9363,3142141,1,5,2,4,3,1,1,1,1,2703,2703,1
9364,3142141,1,1,2,4,3,1,1,2,2,2703,2727,1
9365,3142141,1,1,2,4,3,1,1,2,1,2727,2703,2
9366,3142141,1,1,2,4,3,1,1,3,2,2703,2667,2
9367,3142141,1,1,2,4,3,1,1,1,1,2667,2669,2
9368,3142141,1,1,2,4,3,1,1,3,2,2669,2703,2
9369,3142141,1,1,2,4,3,1,1,2,1,2703,2684,2
9370,3142141,1,1,2,4,3,1,1,2,1,2684,2670,2
9371,3142141,1,1,2,4,3,1,1,2,2,2670,2727,2
9372,3142141,1,1,2,4,3,1,1,2,1,2727,2703,2
9373,3142141,1,5,2,4,3,1,1,1,1,2703,2703,2
9374,3142141,1,5,2,4,3,1,1,1,2,2703,2703,2
9375,3142168,1,1,1,4,9,1,1,2,1,3108,3107,3
9376,3142168,2,1,2,4,9,1,1,1,1,3107,3107,1
9377,3142168,2,1,2,4,9,1,1,2,1,3107,3075,1
9378,3142168,2,1,2,4,9,1,1,2,1,3075,3107,2
9379,3142168,2,1,2,4,9,1,1,1,1,3107,3107,2
9380,3142168,2,1,2,4,9,1,1,2,2,3107,3106,2
9381,3142168,2,1,2,4,9,1,1,2,1,3106,3107,3
9382,3142168,3,1,1,1,9,1,NA,2,2,3107,3106,2
9383,3142168,3,1,1,1,9,1,NA,2,1,3106,3107,3
9384,3142168,4,1,2,1,9,1,NA,1,1,3107,3107,1
9385,3142168,4,1,2,1,9,1,NA,4,4,3107,3075,1
9386,3142168,4,1,2,1,9,1,NA,2,1,3075,3107,2
9387,3142168,4,1,2,1,9,1,NA,1,1,3107,3107,2
9388,3142168,4,1,2,1,9,1,NA,2,2,3107,3106,2
9389,3142168,4,1,2,1,9,1,NA,2,1,3106,3107,3
9390,3142235,2,5,1,4,4,1,1,2,3,203,163,1
9391,3142267,1,5,2,3,4,1,1,1,2,119,116,3
9392,3142267,1,2,2,3,4,1,1,6,5,116,3256,4
9393,3142267,2,1,1,4,4,1,1,2,1,3256,3241,1
9394,3142267,2,1,1,4,4,1,1,5,4,3296,3256,2
9395,3142267,2,1,1,4,4,1,1,5,3,3256,3259,2
9396,3142267,2,2,1,4,4,1,1,6,5,3259,119,2
9397,3142267,2,5,1,4,4,1,1,1,2,119,116,3
9398,3142267,2,2,1,4,4,1,1,6,5,116,3256,4
9399,3142325,1,3,1,5,1,2,2,4,4,3006,3017,2
9400,3142325,1,3,1,5,1,2,2,4,4,3017,3006,3
9401,3142420,1,1,2,4,3,1,1,2,1,2708,2693,3
9402,3142420,2,1,2,2,3,1,1,4,1,2693,2711,2
9403,3142420,2,1,2,2,3,1,1,6,4,2711,3216,2
9404,3142420,2,1,2,2,3,1,1,2,1,2693,2708,3
9405,3142420,2,1,2,2,3,1,1,2,1,2708,2693,3
9406,3142437,1,5,1,6,2,1,1,1,1,913,912,2
9407,3142437,1,5,1,6,2,1,1,1,1,912,912,2
9408,3142437,1,5,1,6,2,1,1,1,1,912,913,2
9409,3142437,1,5,1,6,2,1,1,1,3,913,912,2
9410,3142437,1,5,1,6,2,1,1,1,2,912,913,2
9411,3142437,1,5,1,6,2,1,1,1,4,913,925,2
9412,3142437,1,5,1,6,2,1,1,1,3,925,913,2
9413,3142437,2,5,2,5,2,1,2,1,3,913,913,1
9414,3142437,2,5,2,5,2,1,2,1,1,913,913,2
9415,3142437,2,5,2,5,2,1,2,1,1,913,912,2
9416,3142437,2,5,2,5,2,1,2,1,2,912,913,2
9417,3142437,2,5,2,5,2,1,2,1,2,913,915,3
9418,3142437,2,5,2,5,2,1,2,1,2,915,913,3
9419,3142453,1,1,1,4,2,1,1,3,1,1915,1844,1
9420,3142453,1,1,1,4,2,1,1,1,1,1915,1914,3
9421,3142453,1,1,1,4,2,1,1,1,1,1914,1915,3
9422,3142453,1,1,1,4,2,1,1,5,3,1915,1866,3
9423,3142453,1,1,1,4,2,1,1,3,1,1866,1890,3
9424,3142453,1,1,1,4,2,1,1,2,1,1890,1878,4
9425,3142453,1,1,1,4,2,1,1,2,1,1878,1866,4
9426,3142453,1,1,1,4,2,1,1,5,3,1866,1915,4
9427,3142517,1,1,2,3,1,1,1,2,1,3557,3560,2
9428,3142517,1,1,2,3,1,1,1,2,1,3560,3557,2
9429,3142517,1,1,2,3,1,1,1,3,1,3557,3569,3
9430,3142517,1,1,2,3,1,1,1,2,1,3569,3553,3
9431,3142517,1,1,2,3,1,1,1,2,1,3553,3569,3
9432,3142517,1,1,2,3,1,1,1,3,2,3569,3557,3
9433,3142517,2,1,2,4,1,1,1,2,1,3557,3560,2
9434,3142517,2,1,2,4,1,1,1,2,1,3560,3557,2
9435,3142537,1,5,1,3,2,2,1,1,2,194,193,4
9436,3142559,1,1,2,4,3,1,1,2,1,3158,3146,1
9437,3142559,1,1,2,4,3,1,1,2,1,3146,3158,1
9438,3142606,1,5,2,4,4,2,1,1,1,1076,1082,3
9439,3142606,2,2,1,4,4,2,1,3,5,1082,1082,2
9440,3142674,1,5,1,6,1,2,1,1,2,3422,3422,1
9441,3142674,1,3,1,6,1,2,1,4,4,3422,3462,1
9442,3142674,1,3,1,6,1,2,1,3,4,3462,3422,2
9443,3142674,2,5,2,6,1,2,1,1,2,3422,3422,1
9444,3142674,2,3,2,6,1,2,1,4,4,3422,3462,1
9445,3142674,2,3,2,6,1,2,1,3,4,3462,3422,2
9446,3142855,1,2,1,3,3,1,1,5,4,2677,25,3
9447,3142993,1,2,1,4,4,1,1,6,5,96,3123,3
9448,3143086,1,2,2,3,2,2,1,2,3,113,162,3
9449,3143454,1,5,1,3,4,2,1,1,1,1404,1410,3
9450,3143454,1,5,1,3,4,2,1,1,2,1410,1408,3
9451,3143454,1,5,1,3,4,2,1,1,1,1408,1404,3
9452,3143454,1,5,1,3,4,2,1,1,1,1404,1408,4
9453,3143454,1,5,1,3,4,2,1,1,2,1408,1404,4
9454,3144136,1,1,1,4,4,1,1,4,3,2369,2374,4
9455,3144136,2,1,2,4,4,1,1,3,2,2374,2370,1
9456,3144136,2,1,2,4,4,1,1,3,2,2370,2374,1
9457,3144171,1,5,2,4,2,1,1,1,1,818,806,2
9458,3144171,1,2,2,4,2,1,1,4,4,806,375,2
9459,3144171,1,5,2,4,2,1,1,3,4,375,122,3
9460,3144171,1,2,2,4,2,1,1,4,4,122,818,3
9461,3144197,1,1,2,5,2,1,1,1,1,2404,2404,2
9462,3144197,1,1,2,5,2,1,1,4,3,2404,2384,2
9463,3144197,2,1,1,6,2,1,1,4,4,2404,2384,2
9464,3144197,2,1,1,6,2,1,1,3,2,2384,2384,3
9465,3144590,1,5,1,5,1,2,2,1,1,175,174,2
9466,3144590,1,5,1,5,1,2,2,1,2,174,175,3
9467,3144675,2,1,1,4,4,1,1,2,1,3188,3198,1
9468,3144675,2,1,1,4,4,1,1,2,1,3198,3188,1
9469,3144675,2,1,1,4,4,1,1,2,2,3188,3198,3
9470,3144675,2,1,1,4,4,1,1,2,1,3198,3188,3
9471,3144847,1,1,2,4,4,1,1,1,1,2901,2899,3
9472,3144847,3,1,2,1,4,1,NA,5,4,2899,2744,1
9473,3144847,3,1,2,1,4,1,NA,5,4,2744,2899,3
9474,3145016,1,1,2,4,3,1,1,1,2,1409,1424,2
9475,3145016,1,1,2,4,3,1,1,1,1,1424,1403,2
9476,3145046,1,1,2,4,1,2,2,3,2,2927,2910,3
9477,3145046,1,1,2,4,1,2,2,3,3,2910,2927,3
9478,3145046,3,5,1,1,1,2,NA,1,1,2927,2927,1
9479,3145046,3,5,1,1,1,2,NA,1,1,2927,2927,2
9480,3145046,3,1,1,1,1,2,NA,3,2,2927,2910,3
9481,3145046,3,1,1,1,1,2,NA,3,3,2910,2927,3
9482,3145046,4,1,1,1,1,2,NA,3,2,2927,2910,3
9483,3145046,4,1,1,1,1,2,NA,3,3,2910,2927,3
9484,3145046,5,1,1,1,1,2,NA,3,2,2927,2910,3
9485,3145046,5,1,1,1,1,2,NA,3,3,2910,2927,3
9486,3145102,1,5,1,6,9,1,1,1,3,144,118,1
9487,3145102,1,3,1,6,9,1,1,1,3,118,144,2
9488,3145128,1,5,2,5,9,2,1,1,3,1418,1448,2
9489,3145128,1,5,2,5,9,2,1,1,1,1448,1448,2
9490,3145128,1,5,2,5,9,2,1,1,1,1448,1450,2
9491,3145128,1,5,2,5,9,2,1,1,2,1450,1448,2
9492,3145128,1,5,2,5,9,2,1,1,2,1448,1448,2
9493,3145128,1,5,2,5,9,2,1,1,2,1448,1448,2
9494,3145128,1,5,2,5,9,2,1,1,2,1448,1418,3
9495,3145323,1,1,1,6,1,1,1,1,2,1282,1280,2
9496,3145323,1,1,1,6,1,1,1,1,1,1280,1282,2
9497,3145323,1,1,1,6,1,1,1,2,2,1282,1478,2
9498,3145323,1,1,1,6,1,1,1,2,3,1478,1282,2
9499,3145343,1,2,2,4,1,2,2,4,4,171,1095,1
9500,3145343,1,5,2,4,1,2,2,1,3,1095,1084,2
9501,3145343,1,2,2,4,1,2,2,4,4,1084,171,2
9502,3145343,2,5,1,4,1,2,2,1,1,171,171,2
9503,3145343,2,5,1,4,1,2,2,1,2,171,171,2
9504,3145343,2,5,1,4,1,2,2,1,1,171,171,2
9505,3145343,2,5,1,4,1,2,2,1,1,171,171,2
9506,3145427,1,1,2,3,2,1,1,5,3,2570,2498,2
9507,3145427,1,1,2,3,2,1,1,5,3,2498,2570,2
9508,3145427,2,1,2,3,2,1,1,5,4,2570,2480,1
9509,3145427,2,1,2,3,2,1,1,5,3,2473,2570,3
9510,3145427,3,1,1,1,2,1,NA,5,3,2570,2498,2
9511,3145427,3,1,1,1,2,1,NA,5,3,2498,2570,2
9512,3145430,1,1,1,6,3,1,1,2,2,2006,2012,2
9513,3145430,1,1,1,6,3,1,1,2,2,2012,2006,2
9514,3145430,1,1,1,6,3,1,1,5,3,2006,2060,2
9515,3145430,1,1,1,6,3,1,1,4,3,2060,2013,2
9516,3145430,1,1,1,6,3,1,1,2,2,2013,2006,2
9517,3145430,1,1,1,6,3,1,1,4,3,2006,2022,3
9518,3145430,1,1,1,6,3,1,1,2,1,2022,2016,3
9519,3145430,1,1,1,6,3,1,1,3,1,2016,2006,3
9520,3145430,2,1,2,5,3,1,1,2,2,2006,2012,2
9521,3145430,2,1,2,5,3,1,1,2,2,2012,2006,2
9522,3145551,1,5,1,3,9,1,1,1,1,2775,2775,2
9523,3145780,1,1,1,3,1,1,1,5,3,2732,2727,1
9524,3145780,1,1,1,3,1,1,1,5,3,2727,2732,1
9525,3145780,1,1,1,3,1,1,1,1,1,2732,2732,1
9526,3145780,1,1,1,3,1,1,1,1,1,2732,2732,1
9527,3145780,1,1,1,3,1,1,1,2,2,2732,2737,1
9528,3145780,1,1,1,3,1,1,1,1,1,2737,2737,1
9529,3145780,1,1,1,3,1,1,1,1,2,2737,2737,2
9530,3145780,1,1,1,3,1,1,1,1,1,2737,2737,2
9531,3145780,1,1,1,3,1,1,1,1,1,2737,2737,2
9532,3145780,1,1,1,3,1,1,1,2,2,2737,2732,2
9533,3145780,1,1,1,3,1,1,1,3,2,2732,2738,3
9534,3145780,1,1,1,3,1,1,1,3,2,2738,2732,3
9535,3145780,2,1,2,3,1,1,1,3,2,2732,2738,3
9536,3145780,2,1,2,3,1,1,1,3,2,2738,2732,3
9537,3145780,4,1,2,4,1,1,2,2,2,2732,2737,1
9538,3145780,4,5,2,4,1,1,2,2,4,2737,2732,2
9539,3146167,1,1,1,4,3,1,1,1,1,3220,3220,1
9540,3146167,1,1,1,4,3,1,1,1,1,3220,3220,1
9541,3146167,1,1,1,4,3,1,1,3,3,3220,3188,3
9542,3146167,1,1,1,4,3,1,1,3,3,3188,3220,4
9543,3146167,2,1,2,4,3,1,1,3,3,3220,3188,3
9544,3146167,2,1,2,4,3,1,1,3,3,3188,3220,4
9545,3146256,1,1,1,4,3,1,1,1,1,2695,2695,3
9546,3146354,1,1,1,5,4,1,1,3,3,191,383,1
9547,3146354,1,1,1,5,4,1,1,1,1,383,411,1
9548,3146354,1,1,1,5,4,1,1,2,2,411,481,1
9549,3146354,1,1,1,5,4,1,1,1,1,481,475,2
9550,3146354,1,1,1,5,4,1,1,4,3,475,1650,2
9551,3146354,1,1,1,5,4,1,1,5,3,1650,1837,2
9552,3146354,2,1,2,5,4,1,1,3,3,191,383,1
9553,3146354,2,1,2,5,4,1,1,1,1,383,411,1
9554,3146354,2,1,2,5,4,1,1,2,2,411,481,1
9555,3146354,2,1,2,5,4,1,1,1,1,481,475,2
9556,3146354,2,5,2,5,4,1,1,1,2,475,482,2
9557,3146354,2,5,2,5,4,1,1,1,1,482,475,2
9558,3146354,2,5,2,5,4,1,1,1,1,475,475,2
9559,3146354,2,2,2,5,4,1,1,4,3,475,191,2
9560,3146354,2,5,2,5,4,1,1,1,3,191,191,3
9561,3146412,2,1,1,5,2,1,1,2,1,2683,2706,1
9562,3146412,2,1,1,5,2,1,1,2,1,2706,2683,2
9563,3146541,1,3,1,6,1,2,2,2,3,2422,2404,2
9564,3146541,1,3,1,6,1,2,2,2,3,2404,2422,2
9565,3146541,2,3,2,6,1,2,2,4,3,2422,2387,2
9566,3146541,2,3,2,6,1,2,2,4,4,2387,2422,2
9567,3146580,1,5,1,6,3,1,1,1,2,3302,3302,1
9568,3146580,1,1,1,6,3,1,1,4,2,3302,3294,1
9569,3146580,1,1,1,6,3,1,1,2,1,3294,3294,1
9570,3146580,1,1,1,6,3,1,1,2,1,3294,3294,1
9571,3146580,1,1,1,6,3,1,1,1,1,3294,3294,2
9572,3146580,1,1,1,6,3,1,1,3,2,3294,3302,2
9573,3146580,1,1,1,6,3,1,1,2,2,3302,3294,2
9574,3146580,1,1,1,6,3,1,1,2,1,3294,3294,2
9575,3146580,1,1,1,6,3,1,1,3,2,3294,3302,2
9576,3146580,2,1,2,5,3,1,1,1,1,3294,3294,2
9577,3146580,2,1,2,5,3,1,1,1,1,3294,3294,2
9578,3146712,2,1,2,3,4,1,1,2,2,2004,2004,1
9579,3146712,2,1,2,3,4,1,1,2,1,2004,2004,1
9580,3146712,2,1,2,3,4,1,1,1,1,2004,2004,1
9581,3146712,2,1,2,3,4,1,1,2,1,2004,2004,2
9582,3146712,2,1,2,3,4,1,1,2,1,2004,2004,2
9583,3146712,2,1,2,3,4,1,1,2,1,2004,2004,2
9584,3146712,2,1,2,3,4,1,1,2,1,2004,2004,2
9585,3146712,2,1,2,3,4,1,1,2,2,2004,2004,3
9586,3146712,3,1,2,1,4,1,NA,2,2,2004,2004,1
9587,3146712,3,1,2,1,4,1,NA,2,1,2004,2004,1
9588,3146712,4,1,1,1,4,1,NA,2,1,2004,2004,2
9589,3146712,4,1,1,1,4,1,NA,2,2,2004,2004,3
9590,3146887,1,1,1,6,2,1,1,1,3,254,271,2
9591,3146887,1,1,1,6,2,1,1,1,1,271,254,2
9592,3146887,1,1,1,6,2,1,1,1,2,254,257,3
9593,3146887,1,1,1,6,2,1,1,1,2,257,254,3
9594,3146887,3,5,1,4,2,1,1,1,2,254,265,1
9595,3146887,3,5,1,4,2,1,1,1,2,265,254,2
9596,3146887,3,5,1,4,2,1,1,1,2,254,258,2
9597,3146887,3,5,1,4,2,1,1,1,3,258,266,2
9598,3146887,3,5,1,4,2,1,1,1,3,266,254,2
9599,3146903,1,5,1,4,4,2,2,1,2,214,173,1
9600,3146903,1,5,1,4,4,2,2,1,2,173,214,1
9601,3146903,1,5,1,4,4,2,2,1,1,214,214,1
9602,3146903,1,5,1,4,4,2,2,1,1,214,214,1
9603,3146903,2,5,2,4,4,2,2,1,2,214,173,1
9604,3146903,2,5,2,4,4,2,2,1,2,173,214,1
9605,3146903,2,5,2,4,4,2,2,1,1,214,214,2
9606,3146903,2,5,2,4,4,2,2,1,1,214,173,2
9607,3146903,2,5,2,4,4,2,2,1,2,173,214,2
9608,3146903,2,2,2,4,4,2,2,2,3,214,158,2
9609,3146903,2,2,2,4,4,2,2,2,3,158,214,2
9610,3146903,2,5,2,4,4,2,2,1,1,214,214,2
9611,3146903,3,5,2,1,4,2,NA,1,2,214,173,1
9612,3146903,3,5,2,1,4,2,NA,1,2,173,214,1
9613,3146903,3,5,2,1,4,2,NA,1,1,214,214,2
9614,3146903,3,5,2,1,4,2,NA,1,1,214,173,2
9615,3146903,3,5,2,1,4,2,NA,1,2,173,214,2
9616,3146903,3,2,2,1,4,2,NA,2,3,214,158,2
9617,3146903,3,2,2,1,4,2,NA,2,3,158,214,2
9618,3146903,3,5,2,1,4,2,NA,1,1,214,214,2
9619,3146903,4,5,1,1,4,2,NA,1,2,214,173,1
9620,3146903,4,5,1,1,4,2,NA,1,2,173,214,2
9621,3146903,4,2,1,1,4,2,NA,2,3,214,158,2
9622,3146903,4,5,1,1,4,2,NA,2,3,158,214,2
9623,3146903,4,5,1,1,4,2,NA,1,1,214,214,2
9624,3146938,1,5,1,6,1,2,1,1,1,68,71,2
9625,3146938,1,5,1,6,1,2,1,1,2,71,68,2
9626,3146938,1,5,1,6,1,2,1,1,1,68,68,3
9627,3146938,1,5,1,6,1,2,1,1,1,68,68,3
9628,3146938,1,5,1,6,1,2,1,1,2,68,38,3
9629,3146938,1,5,1,6,1,2,1,1,2,38,68,4
9630,3146941,1,1,2,4,1,2,2,6,3,3144,3359,4
9631,3146994,1,1,2,4,2,1,1,2,1,2001,2000,1
9632,3146994,1,2,2,4,2,1,1,6,5,2000,115,1
9633,3146994,1,5,2,4,2,1,1,1,4,115,134,2
9634,3146994,1,4,2,4,2,1,1,6,5,134,2001,2
9635,3146999,2,1,2,4,3,1,1,1,1,2854,2853,1
9636,3146999,2,1,2,4,3,1,1,1,2,2853,2861,1
9637,3146999,2,1,2,4,3,1,1,1,1,2861,2863,2
9638,3146999,2,1,2,4,3,1,1,2,3,2863,2868,2
9639,3146999,2,1,2,4,3,1,1,1,1,2868,2854,2
9640,3147080,1,5,1,4,2,2,1,1,1,234,236,1
9641,3147080,1,5,1,4,2,2,1,1,1,236,234,1
9642,3147080,1,2,1,4,2,2,1,3,4,234,87,1
9643,3147080,1,3,1,4,2,2,1,2,4,87,128,2
9644,3147080,1,2,1,4,2,2,1,4,3,128,234,2
9645,3147080,1,2,1,4,2,2,1,4,4,234,26,3
9646,3147080,1,2,1,4,2,2,1,4,4,26,234,4
9647,3147278,1,5,2,3,2,2,1,1,2,1065,1064,4
9648,3147278,1,5,2,3,2,2,1,1,1,1064,1064,4
9649,3147278,1,5,2,3,2,2,1,1,1,1064,1065,4
9650,3147706,1,1,2,4,3,1,1,2,2,611,495,2
9651,3147706,1,1,2,4,3,1,1,1,4,495,495,3
9652,3147706,1,1,2,4,3,1,1,1,1,495,495,3
9653,3147706,1,1,2,4,3,1,1,4,1,495,177,3
9654,3147706,1,1,2,4,3,1,1,5,2,177,611,3
9655,3147706,3,5,2,1,3,1,NA,1,1,611,611,1
9656,3147706,3,5,2,1,3,1,NA,1,1,611,611,2
9657,3147706,4,1,1,4,3,1,1,5,2,177,611,3
9658,3147716,1,1,1,4,3,1,1,2,1,2734,2734,3
9659,3147716,1,1,1,4,3,1,1,2,1,2734,2734,4
9660,3147716,1,1,1,4,3,1,1,2,1,2734,2695,4
9661,3147716,2,1,2,4,3,1,1,4,3,2706,2734,3
9662,3147716,2,1,2,4,3,1,1,2,1,2734,2734,3
9663,3147716,2,1,2,4,3,1,1,2,1,2734,2734,4
9664,3147889,1,1,1,4,4,1,1,3,1,3109,3153,2
9665,3147889,1,1,1,4,4,1,1,3,2,3153,3109,2
9666,3147889,1,1,1,4,4,1,1,1,1,3109,3107,2
9667,3147889,1,1,1,4,4,1,1,1,1,3107,3109,2
9668,3147889,2,1,2,4,4,1,1,2,1,3109,3110,1
9669,3147889,2,1,2,4,4,1,1,1,1,3110,3110,1
9670,3147889,2,1,2,4,4,1,1,1,1,3109,3109,3
9671,3147889,2,1,2,4,4,1,1,2,2,3109,3108,3
9672,3147889,2,1,2,4,4,1,1,2,1,3108,3109,3
9673,3147889,2,1,2,4,4,1,1,1,1,3109,3109,3
9674,3147889,3,1,1,1,4,1,NA,2,1,3109,3110,1
9675,3147889,3,1,1,1,4,1,NA,1,1,3110,3110,1
9676,3147899,2,2,1,3,4,1,1,2,3,185,317,3
9677,3147903,1,5,2,3,1,2,2,1,1,830,831,1
9678,3147903,1,5,2,3,1,2,2,1,1,831,830,1
9679,3147903,2,3,1,3,1,2,2,2,2,296,830,4
9680,3147906,1,1,1,2,2,1,1,4,3,2691,2706,2
9681,3147906,1,1,1,2,2,1,1,4,3,2706,2691,2
9682,3147906,2,1,1,4,2,1,1,4,3,2853,2691,3
9683,3147906,3,1,2,4,2,1,1,4,3,2691,2706,2
9684,3147906,3,1,2,4,2,1,1,4,3,2706,2691,2
9685,3148165,1,5,2,4,1,2,1,1,2,3548,3541,1
9686,3148165,1,3,2,4,1,2,1,2,2,3541,3558,1
9687,3148173,1,1,2,4,1,1,1,1,1,1842,1842,1
9688,3148173,1,1,2,4,1,1,1,2,2,1842,1827,1
9689,3148173,1,1,2,4,1,1,1,2,2,1827,1842,2
9690,3148173,1,1,2,4,1,1,1,2,2,1842,1827,2
9691,3148173,1,1,2,4,1,1,1,2,1,1827,1842,3
9692,3148173,1,1,2,4,1,1,1,3,2,1842,1711,3
9693,3148173,1,1,2,4,1,1,1,2,1,1711,1705,3
9694,3148173,1,1,2,4,1,1,1,2,1,1705,1718,4
9695,3148173,1,1,2,4,1,1,1,1,1,1718,1842,4
9696,3148290,1,1,2,4,3,1,1,1,2,1081,1087,2
9697,3148290,1,1,2,4,3,1,1,2,2,1087,1102,2
9698,3148290,1,1,2,4,3,1,1,1,2,1102,1258,3
9699,3148290,1,1,2,4,3,1,1,2,2,1258,1139,3
9700,3148290,1,1,2,4,3,1,1,1,2,1139,1131,3
9701,3148290,1,1,2,4,3,1,1,2,1,1131,1110,4
9702,3148290,1,1,2,4,3,1,1,2,2,1110,1139,4
9703,3148489,1,1,2,5,4,1,1,4,2,2434,2434,2
9704,3148489,1,1,2,5,4,1,1,1,1,2434,2434,2
9705,3148489,1,1,2,5,4,1,1,4,2,2434,2434,2
9706,3148489,1,5,2,5,4,1,1,1,1,2434,2434,2
9707,3148489,1,5,2,5,4,1,1,1,1,2434,2434,2
9708,3148489,1,5,2,5,4,1,1,1,1,2434,2434,3
9709,3148489,1,5,2,5,4,1,1,1,1,2434,2434,4
9710,3148743,1,1,2,5,1,1,1,2,2,1594,1586,1
9711,3148743,1,1,2,5,1,1,1,2,2,1586,1594,2
9712,3148757,1,1,1,4,1,2,1,1,1,2738,2738,3
9713,3148757,1,1,1,4,1,2,1,1,1,2738,2738,3
9714,3148757,1,1,1,4,1,2,1,1,2,2738,2738,3
9715,3148880,1,1,2,4,4,1,1,5,3,3586,1926,3
9716,3148973,1,1,1,4,9,1,1,2,2,3207,3215,2
9717,3148973,1,1,1,4,9,1,1,2,2,3215,3215,3
9718,3149025,2,1,2,6,4,1,1,2,2,2053,2056,2
9719,3149025,2,1,2,6,4,1,1,2,2,2056,2053,2
9720,3149045,1,3,2,5,2,2,1,2,4,1264,1056,1
9721,3149045,1,5,2,5,2,2,1,1,1,1065,1060,2
9722,3149045,1,5,2,5,2,2,1,1,1,1264,1264,3
9723,3149110,1,1,2,3,4,1,1,6,4,1813,2008,2
9724,3149110,1,1,2,3,4,1,1,2,2,2008,2012,3
9725,3149110,1,1,2,3,4,1,1,2,1,2012,2008,3
9726,3149110,2,1,1,4,4,1,1,4,2,1815,1810,2
9727,3149110,3,1,1,5,4,1,1,2,1,2008,2004,2
9728,3149110,3,5,1,5,4,1,1,1,1,2004,2004,2
9729,3149110,3,1,1,5,4,1,1,2,1,2004,2019,2
9730,3149110,3,1,1,5,4,1,1,4,2,2019,2006,2
9731,3149110,3,1,1,5,4,1,1,2,2,2006,2008,2
9732,3149110,3,1,1,5,4,1,1,2,2,2008,1935,2
9733,3149110,3,1,1,5,4,1,1,2,1,1935,2012,2
9734,3149110,3,1,1,5,4,1,1,2,1,2012,2008,2
9735,3149110,3,1,1,5,4,1,1,2,2,2008,2012,3
9736,3149110,3,1,1,5,4,1,1,2,1,2012,2008,3
9737,3149275,1,1,1,4,3,1,1,2,1,2730,2695,1
9738,3149275,1,1,1,4,3,1,1,5,4,2695,106,1
9739,3149275,1,1,1,4,3,1,1,2,3,106,73,2
9740,3149275,1,1,1,4,3,1,1,4,1,73,2679,2
9741,3149275,1,1,1,4,3,1,1,1,1,2679,2666,2
9742,3149275,1,1,1,4,3,1,1,4,2,2666,2675,2
9743,3149275,1,1,1,4,3,1,1,4,2,2675,2706,2
9744,3149275,1,1,1,4,3,1,1,3,1,2706,2711,2
9745,3149275,1,1,1,4,3,1,1,5,3,2711,2666,2
9746,3149275,1,1,1,4,3,1,1,5,4,2666,2702,2
9747,3149275,1,1,1,4,3,1,1,3,3,2702,2730,2
9748,3149275,1,1,1,4,3,1,1,1,1,2730,2695,3
9749,3149275,1,1,1,4,3,1,1,1,1,2695,2730,3
9750,3149275,2,1,2,4,3,1,1,2,1,2730,2695,1
9751,3149275,2,5,2,4,3,1,1,1,1,90,127,2
9752,3149275,2,3,2,4,3,1,1,6,5,127,2730,2
9753,3149275,2,1,2,4,3,1,1,4,2,2730,2717,3
9754,3149275,2,1,2,4,3,1,1,4,3,2717,2730,4
9755,3149275,3,1,2,2,3,1,1,2,1,2730,2695,1
9756,3149275,3,1,2,2,3,1,1,5,4,2695,106,1
9757,3149275,3,5,2,2,3,1,1,1,1,106,104,2
9758,3149275,3,5,2,2,3,1,1,1,1,104,102,2
9759,3149275,3,5,2,2,3,1,1,2,3,102,127,2
9760,3149275,3,3,2,2,3,1,1,6,5,127,2695,2
9761,3149275,3,1,2,2,3,1,1,1,1,2695,2730,3
9762,3149275,3,1,2,2,3,1,1,4,2,2730,2717,3
9763,3149275,3,1,2,2,3,1,1,4,3,2717,2730,4
9764,3149291,1,1,2,3,9,1,1,2,2,2859,2853,2
9765,3149291,1,1,2,3,9,1,1,1,1,2853,2853,2
9766,3149291,1,5,2,3,9,1,1,1,1,2853,2853,2
9767,3149291,1,5,2,3,9,1,1,1,1,2853,2853,2
9768,3149291,1,1,2,3,9,1,1,1,1,2853,2853,2
9769,3149291,1,1,2,3,9,1,1,2,2,2853,2859,2
